Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Range 65091 - 68899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
65091,SG,EYE,22,"$10,896.99 ","$8,717.59 "
,80'S,,2,$227.80 ,$182.24 
,OTHER,,123,"$74,741.25 ","$59,512.44 "
,TOTAL,,147,"$85,866.04 ","$68,412.27 "
65093,SG,,144,"$68,710.80 ","$54,805.33 "
,OTHER,,657,"$419,190.31 ","$331,434.64 "
,TOTAL,,801,"$487,901.11 ","$386,239.97 "
65101,SG,,20,"$9,452.11 ","$7,477.69 "
,OTHER,,132,"$82,138.85 ","$65,237.22 "
,TOTAL,,152,"$91,590.96 ","$72,714.91 "
65103,SG,,47,"$21,873.01 ","$17,418.41 "
,OTHER,,311,"$209,460.30 ","$164,952.92 "
,TOTAL,,358,"$231,333.31 ","$182,371.33 "
65105,SG,,189,"$115,183.10 ","$90,467.72 "
,80'S,,37,"$4,460.62 ","$3,402.77 "
,OTHER,,"1,081","$797,739.85 ","$627,723.93 "
,TOTAL,,"1,307","$917,383.57 ","$721,594.42 "
65110,SG,,11,"$7,894.66 ","$6,235.72 "
,80'S,,8,"$1,247.00 ",$997.60 
,OTHER,,97,"$97,030.99 ","$76,985.31 "
,TOTAL,,116,"$106,172.65 ","$84,218.63 "
65112,80'S,,2,$395.21 ,$316.16 
,OTHER,,49,"$53,192.60 ","$42,554.06 "
,TOTAL,,51,"$53,587.81 ","$42,870.22 "
65114,SG,,1,$977.34 ,$781.87 
,80'S,,3,$716.82 ,$573.46 
,OTHER,,20,"$25,456.82 ","$19,474.67 "
,TOTAL,,24,"$27,150.98 ","$20,830.00 "
65125,OTHER,,40,"$7,040.74 ","$5,484.66 "
,TOTAL,,40,"$7,040.74 ","$5,484.66 "
65130,SG,,16,"$7,197.69 ","$5,758.16 "
,OTHER,,42,"$23,539.42 ","$18,436.28 "
,TOTAL,,58,"$30,737.11 ","$24,194.44 "
65135,SG,,4,"$1,293.93 ","$1,035.15 "
,OTHER,,36,"$21,803.94 ","$16,423.26 "
,TOTAL,,40,"$23,097.87 ","$17,458.41 "
65140,SG,,8,"$3,801.19 ","$2,960.95 "
,OTHER,,35,"$23,536.66 ","$18,807.75 "
,TOTAL,,43,"$27,337.85 ","$21,768.70 "
65150,SG,,27,"$9,343.93 ","$7,386.24 "
,80'S,,2,$207.42 ,$165.94 
,OTHER,,56,"$29,567.17 ","$23,653.74 "
