Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Range 80048 - 89399 ,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
80048,TC,PATH/LAB,5,$59.15 ,$59.15 
,26,,3,$35.49 ,$35.49 
,GLOBL,,"9,375,667","$93,443,560.46 ","$93,240,354.52 "
,TOTAL,,"9,375,675","$93,443,655.10 ","$93,240,449.16 "
80050,GLOBL,,5,$267.00 ,$267.00 
,TOTAL,,5,$267.00 ,$267.00 
80051,26,,1,$9.80 ,$9.80 
,GLOBL,,"1,526,888","$7,993,303.99 ","$7,983,228.03 "
,TOTAL,,"1,526,889","$7,993,313.79 ","$7,983,237.83 "
80053,TC,,6,$79.80 ,$79.80 
,26,,5,$62.72 ,$62.72 
,GLOBL,,"18,495,779","$218,037,811.07 ","$217,562,124.78 "
,TOTAL,,"18,495,790","$218,037,953.59 ","$217,562,267.30 "
80061,TC,,2,$34.85 ,$34.85 
,26,,1,$18.72 ,$18.72 
,GLOBL,,"17,020,055","$242,664,742.07 ","$242,132,153.74 "
,TOTAL,,"17,020,058","$242,664,795.64 ","$242,132,207.31 "
80069,GLOBL,,"493,727","$5,143,853.33 ","$5,129,831.06 "
,TOTAL,,"493,727","$5,143,853.33 ","$5,129,831.06 "
80074,GLOBL,,"105,205","$6,845,274.04 ","$6,836,442.97 "
,TOTAL,,"105,205","$6,845,274.04 ","$6,836,442.97 "
80076,TC,,1,$9.88 ,$9.88 
,26,,1,$11.20 ,$11.20 
,GLOBL,,"4,077,663","$33,420,501.49 ","$33,322,223.25 "
,TOTAL,,"4,077,665","$33,420,522.57 ","$33,322,244.33 "
80090,GLOBL,,125,"$9,893.98 ","$9,825.14 "
,TOTAL,,125,"$9,893.98 ","$9,825.14 "
80100,GLOBL,,"105,994","$1,876,030.93 ","$1,873,433.50 "
,TOTAL,,"105,994","$1,876,030.93 ","$1,873,433.50 "
80101,GLOBL,,"394,463","$4,451,516.72 ","$4,446,623.50 "
,TOTAL,,"394,463","$4,451,516.72 ","$4,446,623.50 "
80102,GLOBL,,"10,142","$175,270.10 ","$174,485.90 "
