Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Ranges 00100 - 01999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
00100,AA,ANESTHESIA,"4,276","$983,092.60 ","$776,077.85 "
,AD,,68,"$4,636.67 ","$3,709.27 "
,QK,,"4,060","$544,972.49 ","$429,987.66 "
,QZ,,"1,625","$327,110.96 ","$259,162.91 "
,OTHER,,"4,575","$550,537.63 ","$437,094.08 "
,TOTAL,,"14,604","$2,410,350.35 ","$1,906,031.77 "
00102,AA,,19,"$3,696.02 ","$2,906.98 "
,QK,,18,"$1,839.18 ","$1,471.34 "
,QZ,,13,"$2,321.61 ","$1,857.28 "
,OTHER,,33,"$3,280.87 ","$2,612.53 "
,TOTAL,,83,"$11,137.68 ","$8,848.13 "
00103,AA,,"9,603","$1,582,908.96 ","$1,243,405.34 "
,AD,,151,"$11,261.63 ","$8,863.98 "
,QK,,"6,098","$525,789.34 ","$408,009.20 "
,QZ,,"10,947","$1,614,733.18 ","$1,268,215.14 "
,OTHER,,"7,926","$703,347.21 ","$552,553.54 "
,TOTAL,,"34,725","$4,438,040.32 ","$3,481,047.20 "
00104,AA,,"100,433","$9,036,120.66 ","$5,743,458.09 "
,AD,,957,"$55,134.19 ","$37,600.68 "
,QK,,"25,678","$1,165,454.80 ","$756,787.80 "
,QZ,,"13,165","$1,130,459.82 ","$711,960.97 "
,OTHER,,"45,698","$2,014,487.71 ","$1,286,022.33 "
,TOTAL,,"185,931","$13,401,657.18 ","$8,535,829.87 "
0012T,OTHER,,7,"$3,776.15 ","$3,020.93 "
,TOTAL,,7,"$3,776.15 ","$3,020.93 "
00120,AA,,"7,500","$1,494,362.36 ","$1,174,662.44 "
,AD,,139,"$9,646.15 ","$7,553.21 "
,QK,,"7,188","$769,770.59 ","$604,031.89 "
,QZ,,"2,405","$440,644.43 ","$348,051.15 "
,OTHER,,"7,677","$845,090.46 ","$668,818.03 "
,TOTAL,,"24,909","$3,559,513.99 ","$2,803,116.72 "
00124,AA,,179,"$19,648.42 ","$15,258.27 "
,AD,,3,$185.19 ,$148.15 
,QK,,173,"$9,420.35 ","$7,346.73 "
,QZ,,61,"$6,873.50 ","$5,337.45 "
,OTHER,,213,"$11,778.45 ","$9,145.11 "
,TOTAL,,629,"$47,905.91 ","$37,235.71 "
00126,AA,,"1,945","$201,470.98 ","$158,660.59 "
,AD,,54,"$3,480.89 ","$2,748.29 "
,QK,,"1,602","$87,539.22 ","$68,932.47 "
,QZ,,740,"$76,115.30 ","$60,102.08 "
,OTHER,,"1,891","$103,961.83 ","$82,314.51 "
,TOTAL,,"6,232","$472,568.22 ","$372,757.94 "
0013T,OTHER,,1,$738.44 ,$590.75 
,TOTAL,,1,$738.44 ,$590.75 
00140,AA,,"59,458","$9,248,957.04 ","$7,316,935.06 "
,AD,,657,"$44,855.64 ","$35,305.80 "
,QK,,"39,819","$3,394,793.60 ","$2,672,955.37 "
,QZ,,"37,317","$5,230,286.35 ","$4,132,403.80 "
,OTHER,,"45,466","$3,905,321.31 ","$3,098,211.17 "
,TOTAL,,"182,717","$21,824,213.94 ","$17,255,811.20 "
