Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Range 70010 - 79999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
70010,26,RADIOLOGY,137,"$6,085.08 ","$4,810.37 "
,GLOBL,,7,$523.12 ,$406.56 
,TOTAL,,144,"$6,608.20 ","$5,216.93 "
70015,26,,198,"$11,842.86 ","$9,385.80 "
,GLOBL,,14,"$1,493.93 ","$1,195.14 "
,TOTAL,,212,"$13,336.79 ","$10,580.94 "
70030,TC,,974,"$14,474.81 ","$10,993.19 "
,26,,"25,823","$223,494.74 ","$171,948.85 "
,GLOBL,,"6,934","$172,565.18 ","$129,632.72 "
,TOTAL,,"33,731","$410,534.73 ","$312,574.76 "
70100,TC,,515,"$10,146.56 ","$7,787.41 "
,26,,"5,644","$51,117.92 ","$38,590.39 "
,GLOBL,,"2,087","$59,086.00 ","$43,939.05 "
,TOTAL,,"8,246","$120,350.48 ","$90,316.85 "
70110,TC,,546,"$12,611.60 ","$9,422.50 "
,26,,"14,969","$185,507.29 ","$139,827.76 "
,GLOBL,,"2,148","$77,517.67 ","$56,087.53 "
,TOTAL,,"17,663","$275,636.56 ","$205,337.79 "
70120,TC,,62,"$1,390.40 ","$1,066.14 "
,26,,499,"$4,425.37 ","$3,441.13 "
,GLOBL,,557,"$17,530.06 ","$12,932.34 "
,TOTAL,,"1,118","$23,345.83 ","$17,439.61 "
70130,TC,,119,"$3,109.66 ","$2,331.90 "
,26,,706,"$11,698.62 ","$8,869.16 "
,GLOBL,,875,"$39,696.40 ","$29,587.18 "
,TOTAL,,"1,700","$54,504.68 ","$40,788.24 "
70134,TC,,17,$603.40 ,$453.12 
,26,,74,"$1,288.83 ",$989.29 
,GLOBL,,70,"$2,945.21 ","$2,052.27 "
,TOTAL,,161,"$4,837.44 ","$3,494.68 "
70140,TC,,"1,354","$34,094.23 ","$26,231.81 "
,26,,"11,046","$103,512.31 ","$78,299.70 "
,GLOBL,,"3,884","$129,695.22 ","$97,999.34 "
,TOTAL,,"16,284","$267,301.76 ","$202,530.85 "
70150,TC,,"2,205","$64,759.72 ","$48,881.16 "
,26,,"38,091","$495,117.92 ","$372,284.03 "
,GLOBL,,"7,019","$299,000.82 ","$220,861.94 "
,TOTAL,,"47,315","$858,878.46 ","$642,027.13 "
70160,TC,,"1,587","$30,181.05 ","$22,326.98 "
,26,,"41,410","$362,958.10 ","$274,102.97 "
,GLOBL,,"5,925","$167,606.38 ","$123,870.03 "
,TOTAL,,"48,922","$560,745.53 ","$420,299.98 "
70170,TC,,2,$77.59 ,$62.08 
,26,,234,"$3,555.91 ","$2,769.28 "
,GLOBL,,56,"$2,941.22 ","$2,315.38 "
,TOTAL,,292,"$6,574.72 ","$5,146.74 "
70190,TC,,29,$626.07 ,$469.20 
,26,,776,"$8,332.65 ","$6,410.90 "
,GLOBL,,430,"$14,526.22 ","$10,744.17 "
,TOTAL,,"1,235","$23,484.94 ","$17,624.27 "
70200,TC,,853,"$24,575.98 ","$18,459.95 "
,26,,"20,435","$291,385.96 ","$221,832.73 "
,GLOBL,,"4,186","$186,689.51 ","$140,164.07 "
,TOTAL,,"25,474","$502,651.45 ","$380,456.75 "
70210,TC,,"9,899","$208,644.04 ","$147,953.52 "
,26,,"29,329","$246,741.60 ","$183,320.81 "
,GLOBL,,"71,990","$2,176,232.55 ","$1,583,092.18 "
,TOTAL,,"111,218","$2,631,618.19 ","$1,914,366.51 "
70220,TC,,"13,091","$355,909.48 ","$256,693.84 "
,26,,"81,137","$1,009,259.40 ","$755,501.40 "
,GLOBL,,"78,855","$3,228,939.17 ","$2,359,373.58 "
,TOTAL,,"173,083","$4,594,108.05 ","$3,371,568.82 "
70240,TC,,25,$374.88 ,$235.87 
,26,,409,"$3,837.60 ","$2,932.12 "
,GLOBL,,228,"$5,519.00 ","$4,154.17 "
,TOTAL,,662,"$9,731.48 ","$7,322.16 "
70250,TC,,"5,458","$132,415.95 ","$101,950.60 "
