CPT only copyright 2009 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"Part B National Summary Data File
Code Range: 05) Medicine (90000 - 99199, 99500 - 99999)",,,,,,
,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
MEDICINE,90281,TOTAL,49,$49.00,$33.60,
,,,,,,
,90283,TOTAL,N/A,$3.00,$2.40,
,,,,,,
,90284,TOTAL,0,$0.00,$0.00,
,,,,,,
,90287,TOTAL,0,$0.00,$0.00,
,,,,,,
,90291,TOTAL,0,$0.00,$0.00,
,,,,,,
,90296,TOTAL,0,$0.00,$0.00,
,,,,,,
,90371,TOTAL,163,"$17,149.65","$12,813.15",
,,,,,,
,90375,TOTAL,177,"$21,739.88","$16,782.26",
,,,,,,
,90376,TOTAL,140,"$12,780.03","$9,920.34",
,,,,,,
,90378,TOTAL,0,$0.00,$0.00,
,,,,,,
,90384,TOTAL,N/A,$2.00,$1.60,
,,,,,,
,90385,TOTAL,N/A,$136.61,$109.29,
,,,,,,
,90386,TOTAL,0,$0.00,$0.00,
,,,,,,
,90389,TOTAL,0,$0.00,$0.00,
,,,,,,
,90393,TOTAL,0,$0.00,$0.00,
,,,,,,
,90396,TOTAL,67,"$8,042.34","$6,164.49",
,,,,,,
,90399,TOTAL,0,$0.00,$0.00,
,,,,,,
,90465,TOTAL,999,"$19,571.58","$14,081.86",
,,,,,,
,90466,TOTAL,149,"$1,486.30","$1,165.19",
,,,,,,
,90467,TOTAL,29,$40.76,$26.21,
,,,,,,
,90468,TOTAL,0,$0.00,$0.00,
,,,,,,
,90470,TOTAL,47,$828.38,$647.40,
,,,,,,
,90471,TOTAL,"1,000,361","$19,890,985.19","$13,779,247.68",
,,,,,,
,90472,TOTAL,"38,259","$393,668.29","$269,710.70",
,,,,,,
,90473,TOTAL,"1,269","$13,690.28","$9,934.62",
,,,,,,
,90474,TOTAL,84,$594.23,$434.92,
,,,,,,
,90476,TOTAL,0,$0.00,$0.00,
,,,,,,
,90477,TOTAL,0,$0.00,$0.00,
,,,,,,
,90581,TOTAL,0,$0.00,$0.00,
,,,,,,
,90585,TOTAL,N/A,$495.93,$396.74,
,,,,,,
,90586,TOTAL,460,"$54,394.97","$42,463.27",
,,,,,,
,90632,TOTAL,820,"$37,266.38","$26,740.98",
,,,,,,
,90633,TOTAL,70,"$1,565.97","$1,141.05",
,,,,,,
,90634,TOTAL,0,$0.00,$0.00,
,,,,,,
,90636,TOTAL,N/A,$105.26,$84.21,
,,,,,,
,90645,TOTAL,46,"$1,047.24",$788.06,
,,,,,,
,90646,TOTAL,0,$0.00,$0.00,
,,,,,,
,90647,TOTAL,N/A,$145.37,$116.29,
,,,,,,
,90648,TOTAL,43,$949.99,$730.05,
,,,,,,
,90649,TOTAL,76,$74.02,$47.22,
,,,,,,
,90650,TOTAL,0,$0.00,$0.00,
,,,,,,
,90655,TOTAL,138,"$2,075.35","$2,043.02",
,,,,,,
,90656,TOTAL,"1,169,710","$16,584,634.03","$16,546,676.32",
,,,,,,
,90657,TOTAL,721,"$4,334.89","$4,330.14",
,,,,,,
,90658,TOTAL,"11,007,662","$131,557,198.29","$131,210,502.86",
,,,,,,
,90660,TOTAL,"4,899","$103,552.20","$102,742.97",
,,,,,,
,90661,TOTAL,N/A,$148.50,$148.50,
,,,,,,
,90662,TOTAL,0,$0.00,$0.00,
,,,,,,
,90663,TOTAL,14,$26.06,$26.06,
,,,,,,
,90665,TOTAL,0,$0.00,$0.00,
,,,,,,
,90669,TOTAL,653,"$44,858.23","$44,768.39",
,,,,,,
,90670,TOTAL,N/A,$129.48,$129.48,
,,,,,,
,90675,TOTAL,"1,060","$163,462.68","$126,202.32",
,,,,,,
,90676,TOTAL,16,"$2,507.32","$2,005.86",
,,,,,,
,90680,TOTAL,0,$0.00,$0.00,
,,,,,,
,90681,TOTAL,0,$0.00,$0.00,
,,,,,,
,90690,TOTAL,0,$0.00,$0.00,
,,,,,,
,90691,TOTAL,115,"$5,860.02","$4,047.10",
,,,,,,
,90692,TOTAL,0,$0.00,$0.00,
,,,,,,
,90693,TOTAL,0,$0.00,$0.00,
,,,,,,
,90696,TOTAL,0,$0.00,$0.00,
,,,,,,
,90698,TOTAL,0,$0.00,$0.00,
,,,,,,
,90700,TOTAL,88,"$1,314.66","$1,005.76",
,,,,,,
,90701,TOTAL,N/A,$133.50,$106.80,
,,,,,,
,90702,TOTAL,164,"$3,900.83","$2,578.67",
,,,,,,
,90703,TOTAL,"42,316","$910,709.93","$650,608.76",
,,,,,,
,90704,TOTAL,0,$0.00,$0.00,
,,,,,,
,90705,TOTAL,0,$0.00,$0.00,
,,,,,,
,90706,TOTAL,N/A,$19.02,$15.22,
,,,,,,
,90707,TOTAL,87,"$4,025.44","$3,167.07",
,,,,,,
,90708,TOTAL,0,$0.00,$0.00,
,,,,,,
,90710,TOTAL,0,$0.00,$0.00,
,,,,,,
,90712,TOTAL,0,$0.00,$0.00,
,,,,,,
,90713,TOTAL,91,"$2,447.55","$1,826.44",
,,,,,,
,90714,TOTAL,"48,884","$966,633.09","$678,379.42",
,,,,,,
,90715,TOTAL,"6,849","$232,790.58","$157,297.62",
,,,,,,
,90716,TOTAL,54,"$4,001.62","$2,914.63",
,,,,,,
,90717,TOTAL,39,"$2,311.91","$1,582.68",
,,,,,,
,90718,TOTAL,"75,401","$1,379,962.34","$993,966.69",
,,,,,,
,90719,TOTAL,0,$0.00,$0.00,
,,,,,,
,90720,TOTAL,0,$0.00,$0.00,
,,,,,,
,90721,TOTAL,20,$818.44,$618.80,
,,,,,,
,90723,TOTAL,0,$0.00,$0.00,
,,,,,,
,90725,TOTAL,0,$0.00,$0.00,
,,,,,,
,90732,TOTAL,"1,229,618","$43,547,107.45","$43,275,058.10",
,,,,,,
,90733,TOTAL,34,"$3,248.13","$2,523.52",
,,,,,,
,90734,TOTAL,N/A,$277.57,$222.06,
,,,,,,
,90735,TOTAL,N/A,$11.00,$8.80,
,,,,,,
,90736,TOTAL,N/A,$6.00,$4.80,
,,,,,,
,90738,TOTAL,0,$0.00,$0.00,
,,,,,,
,90740,TOTAL,"1,784","$195,121.59","$148,638.62",
,,,,,,
,90743,TOTAL,75,"$1,788.06","$1,224.60",
,,,,,,
,90744,TOTAL,273,"$6,429.42","$4,501.12",
,,,,,,
,90746,TOTAL,"40,700","$2,372,949.76","$1,686,430.64",
,,,,,,
,90747,TOTAL,"1,100","$118,708.66","$90,697.12",
,,,,,,
,90748,TOTAL,0,$0.00,$0.00,
,,,,,,
,90749,TOTAL,27,"$1,275.81",$948.13,
,,,,,,
,90760,TOTAL,0,$0.00,$0.00,
,,,,,,
,90761,TOTAL,0,$0.00,$0.00,
,,,,,,
,90765,TOTAL,0,$0.00,$0.00,
,,,,,,
,90766,TOTAL,0,$0.00,$0.00,
