CPT only copyright 2009 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"Part B National Summary Data File
Code Range: 01) Anesthesia (00000 - 09999)",,,,,,
,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
ANESTHESIA,00100,TOTAL,"13,291","$2,701,486.51","$2,134,524.40",
,,AA,"2,900","$885,455.07","$700,752.13",
,,AD,54,"$4,495.06","$3,455.14",
,,QK,"3,843","$658,598.18","$520,929.20",
,,QZ,"1,377","$402,817.54","$318,113.46",
,,OTHER,"5,117","$750,120.66","$591,274.47",
,00102,TOTAL,51,"$9,660.55","$7,620.44",
,,AA,13,"$3,300.80","$2,640.63",
,,QK,18,"$3,147.44","$2,409.95",
,,QZ,N/A,"$1,283.31","$1,026.66",
,,OTHER,14,"$1,929.00","$1,543.20",
,00103,TOTAL,"109,734","$16,261,993.25","$12,827,740.55",
,,AA,"31,294","$6,147,954.27","$4,857,241.41",
,,AD,211,"$16,109.51","$12,588.34",
,,QK,"21,655","$2,187,048.81","$1,720,396.45",
,,QZ,"28,910","$5,190,723.17","$4,086,072.48",
,,OTHER,"27,664","$2,720,157.49","$2,151,441.87",
,00104,TOTAL,"174,295","$14,633,793.41","$8,877,651.45",
,,AA,"83,009","$9,023,432.74","$5,462,163.22",
,,AD,349,"$24,057.88","$15,769.81",
,,QK,"22,734","$1,261,011.01","$774,999.86",
,,QZ,"12,830","$1,389,138.85","$815,903.49",
,,OTHER,"55,373","$2,936,152.93","$1,808,815.07",
,00120,TOTAL,"21,058","$3,834,088.92","$3,027,621.79",
,,AA,"5,648","$1,457,223.10","$1,150,531.07",
,,AD,70,"$5,821.02","$4,459.94",
,,QK,"6,223","$893,056.89","$701,832.12",
,,QZ,"2,620","$605,693.82","$479,597.73",
,,OTHER,"6,497","$872,294.09","$691,200.93",
,00124,TOTAL,942,"$91,154.09","$70,969.60",
,,AA,258,"$34,579.76","$27,161.47",
,,AD,N/A,$324.20,$128.09,
,,QK,261,"$18,287.37","$14,220.40",
,,QZ,140,"$18,475.69","$14,223.08",
,,OTHER,279,"$19,487.07","$15,236.56",
,00126,TOTAL,"10,741","$959,324.59","$754,394.14",
,,AA,"2,684","$340,241.85","$267,488.94",
,,AD,36,"$2,978.51","$2,382.83",
,,QK,"2,904","$190,890.31","$149,905.88",
,,QZ,"1,571","$193,927.87","$152,217.95",
,,OTHER,"3,546","$231,286.05","$182,398.54",
,00140,TOTAL,"132,430","$19,367,139.57","$15,307,488.75",
,,AA,"42,461","$7,976,160.06","$6,312,329.28",
,,AD,382,"$30,350.50","$23,784.25",
,,QK,"25,171","$2,604,660.98","$2,052,060.56",
,,QZ,"33,411","$5,634,696.06","$4,445,446.79",
,,OTHER,"31,005","$3,121,271.97","$2,473,867.87",
,00142,TOTAL,"2,071,811","$210,285,815.89","$166,409,921.34",
,,AA,"594,523","$77,711,612.45","$61,500,052.53",
,,AD,"6,764","$525,450.76","$416,748.12",
,,QK,"371,325","$25,080,001.70","$19,831,409.65",
,,QZ,"619,126","$75,090,869.96","$59,373,404.36",
,,OTHER,"480,073","$31,877,881.02","$25,288,306.68",
,00144,TOTAL,"26,305","$4,549,261.26","$3,591,547.44",
,,AA,"6,223","$1,527,270.27","$1,206,776.74",
,,AD,62,"$4,561.30","$3,649.07",
,,QK,"6,942","$882,946.31","$694,774.64",
,,QZ,"5,194","$1,148,443.38","$902,597.40",
,,OTHER,"7,884","$986,040.00","$783,749.59",
,00145,TOTAL,"129,477","$21,913,029.93","$17,331,384.98",
,,AA,"37,649","$8,816,560.32","$6,969,783.70",
,,AD,360,"$28,025.58","$22,002.94",
,,QK,"34,597","$4,299,352.31","$3,392,819.54",
,,QZ,"17,794","$3,960,005.62","$3,129,873.19",
,,OTHER,"39,077","$4,809,086.10","$3,816,905.61",
,00147,TOTAL,845,"$108,708.23","$85,592.07",
,,AA,274,"$47,554.01","$37,645.52",
,,AD,N/A,$147.41,$117.93,
,,QK,195,"$16,926.02","$13,179.56",
,,QZ,168,"$25,721.09","$20,268.29",
,,OTHER,206,"$18,359.70","$14,380.77",
,00148,TOTAL,869,"$81,815.19","$62,769.69",
,,AA,164,"$23,716.00","$18,347.01",
,,AD,N/A,$197.75,$158.20,
,,QK,284,"$21,112.60","$15,788.75",
,,QZ,104,"$13,747.62","$10,688.32",
,,OTHER,314,"$23,041.22","$17,787.41",
,00160,TOTAL,"71,255","$11,528,534.79","$9,090,048.69",
,,AA,"20,108","$4,530,844.67","$3,563,623.08",
,,AD,263,"$22,138.90","$17,457.67",
,,QK,"19,797","$2,398,920.66","$1,890,024.17",
,,QZ,"9,295","$2,039,153.96","$1,608,680.66",
,,OTHER,"21,792","$2,537,476.60","$2,010,263.11",
,00162,TOTAL,"1,183","$349,570.76","$276,823.30",
,,AA,259,"$98,064.68","$77,657.14",
,,AD,N/A,$219.96,$175.97,
,,QK,462,"$124,865.01","$98,335.47",
,,QZ,96,"$35,715.11","$28,331.69",
,,OTHER,363,"$90,706.00","$72,323.03",
,00164,TOTAL,559,"$64,920.50","$51,446.30",
,,AA,104,"$19,313.12","$15,393.44",
,,AD,N/A,$167.00,$133.60,
,,QK,95,"$8,172.56","$6,529.33",
,,QZ,107,"$16,680.91","$13,167.53",
,,OTHER,251,"$20,586.91","$16,222.40",
,00170,TOTAL,"34,854","$5,200,338.02","$4,040,569.36",
,,AA,"8,198","$1,739,652.12","$1,353,265.29",
,,AD,117,"$9,084.13","$6,888.97",
,,QK,"10,562","$1,249,150.35","$962,972.50",
,,QZ,"4,562","$924,412.96","$720,139.91",
,,OTHER,"11,415","$1,278,038.46","$997,302.69",
,00172,TOTAL,81,"$15,671.97","$12,317.85",
,,AA,20,"$5,379.31","$4,261.40",
,,QK,21,"$3,134.21","$2,437.76",
,,QZ,19,"$3,866.43","$2,992.05",
,,OTHER,21,"$3,292.02","$2,626.64",
,00174,TOTAL,91,"$17,099.72","$13,650.71",
,,AA,33,"$7,359.14","$5,867.34",
,,QK,16,"$2,597.48","$2,068.89",
,,QZ,16,"$3,460.33","$2,768.26",
,,OTHER,26,"$3,682.77","$2,946.22",
,00176,TOTAL,"1,811","$761,761.30","$606,733.90",
,,AA,287,"$167,396.61","$132,854.50",
,,AD,N/A,$666.56,$533.26,
,,QK,794,"$316,091.62","$251,685.30",
,,QZ,89,"$47,990.02","$38,391.99",
,,OTHER,632,"$229,616.49","$183,268.85",
,00190,TOTAL,"11,857","$2,220,485.15","$1,747,822.74",
,,AA,"2,914","$752,451.76","$592,073.81",
,,AD,56,"$4,498.98","$3,533.51",
,,QK,"3,978","$617,594.46","$484,813.90",
,,QZ,"1,110","$294,147.62","$231,448.15",
,,OTHER,"3,799","$551,792.33","$435,953.37",
,00192,TOTAL,"2,383","$698,005.22","$551,081.81",
