CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,,,
"""2015 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18033,,,,,,,,
DIGESTIVE SYSTEM,45121,TOTAL,15,18626.169999999998,14687.3,,,
DIGESTIVE SYSTEM,45123,80S,55,9599.2099999999991,7483.26,,,
DIGESTIVE SYSTEM,45123,OTHER,290,328111,251721.13,,,
DIGESTIVE SYSTEM,45123,TOTAL,345,337710.21,259204.39,,,
DIGESTIVE SYSTEM,45126,80S,16,6889.98,5398.06,,,
DIGESTIVE SYSTEM,45126,OTHER,119,254401.69,199473.59,,,
DIGESTIVE SYSTEM,45126,TOTAL,135,261291.67,204871.65,,,
DIGESTIVE SYSTEM,45130,80S,391,64854.559999999998,50603.92,,,
DIGESTIVE SYSTEM,45130,OTHER,2031,2254990.31,1759841.13,,,
DIGESTIVE SYSTEM,45130,TOTAL,2422,2319844.87,1810445.05,,,
DIGESTIVE SYSTEM,45135,80S,N/A,817.68,641.05999999999995,,,
DIGESTIVE SYSTEM,45135,OTHER,31,44711.17,34254.28,,,
DIGESTIVE SYSTEM,45135,TOTAL,35,45528.85,34895.339999999997,,,
DIGESTIVE SYSTEM,45136,80S,16,4429.33,3472.59,,,
DIGESTIVE SYSTEM,45136,OTHER,84,149245.1,114750.71,,,
DIGESTIVE SYSTEM,45136,TOTAL,100,153674.43,118223.3,,,
DIGESTIVE SYSTEM,45150,OTHER,92,34473.839999999997,25933.51,,,
DIGESTIVE SYSTEM,45150,TOTAL,92,34473.839999999997,25933.51,,,
DIGESTIVE SYSTEM,45160,OTHER,57,56255.18,43902.82,,,
DIGESTIVE SYSTEM,45160,TOTAL,57,56255.18,43902.82,,,
DIGESTIVE SYSTEM,45171,80S,156,12764.4,10007.23,,,
DIGESTIVE SYSTEM,45171,SG,33,32753.17,24998.35,,,
DIGESTIVE SYSTEM,45171,OTHER,3100,2021254.9,1567209.88,,,
DIGESTIVE SYSTEM,45171,TOTAL,3289,2066772.47,1602215.46,,,
DIGESTIVE SYSTEM,45172,80S,198,22848.81,17799.32,,,
DIGESTIVE SYSTEM,45172,SG,15,21122.09,15605.16,,,
DIGESTIVE SYSTEM,45172,OTHER,2101,1796475.72,1397751.32,,,
DIGESTIVE SYSTEM,45172,TOTAL,2314,1840446.62,1431155.8,,,
DIGESTIVE SYSTEM,45190,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45190,OTHER,340,258838.35,200078.41,,,
DIGESTIVE SYSTEM,45190,TOTAL,340,258838.35,200078.41,,,
DIGESTIVE SYSTEM,45300,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45300,SG,N/A,451.7,354.12,,,
DIGESTIVE SYSTEM,45300,OTHER,30144,3169017.56,2368051.39,,,
DIGESTIVE SYSTEM,45300,TOTAL,30152,3169469.26,2368405.5099999998,,,
DIGESTIVE SYSTEM,45303,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45303,OTHER,631,452562.4,350018.86,,,
DIGESTIVE SYSTEM,45303,TOTAL,631,452562.4,350018.86,,,
DIGESTIVE SYSTEM,45305,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45305,SG,N/A,2365.39,1586.63,,,
DIGESTIVE SYSTEM,45305,OTHER,954,115609.54,87785.52,,,
DIGESTIVE SYSTEM,45305,TOTAL,959,117974.93,89372.150000000009,,,
DIGESTIVE SYSTEM,45307,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45307,OTHER,141,23732.1,18295.2,,,
DIGESTIVE SYSTEM,45307,TOTAL,141,23732.1,18295.2,,,
DIGESTIVE SYSTEM,45308,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45308,SG,N/A,878.18,688.48,,,
DIGESTIVE SYSTEM,45308,OTHER,60,7284.29,5712.26,,,
DIGESTIVE SYSTEM,45308,TOTAL,62,8162.47,6400.74,,,
DIGESTIVE SYSTEM,45309,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45309,OTHER,59,6267.64,4725.66,,,
DIGESTIVE SYSTEM,45309,TOTAL,59,6267.64,4725.66,,,
DIGESTIVE SYSTEM,45315,OTHER,28,3339.93,2499.7199999999998,,,
DIGESTIVE SYSTEM,45315,TOTAL,28,3339.93,2499.7199999999998,,,
DIGESTIVE SYSTEM,45317,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45317,OTHER,404,75913.27,58699.040000000001,,,
DIGESTIVE SYSTEM,45317,TOTAL,404,75913.27,58699.040000000001,,,
DIGESTIVE SYSTEM,45320,OTHER,48,7748.28,5985.04,,,
DIGESTIVE SYSTEM,45320,TOTAL,48,7748.28,5985.04,,,
DIGESTIVE SYSTEM,45321,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45321,OTHER,104,10590.04,8254.06,,,
DIGESTIVE SYSTEM,45321,TOTAL,104,10590.04,8254.06,,,
DIGESTIVE SYSTEM,45327,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45327,OTHER,31,3467.05,2661.17,,,
DIGESTIVE SYSTEM,45327,TOTAL,31,3467.05,2661.17,,,
DIGESTIVE SYSTEM,45330,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45330,SG,887,79102.89,58394,,,
DIGESTIVE SYSTEM,45330,OTHER,66149,5038169.13,3788043.19,,,
DIGESTIVE SYSTEM,45330,TOTAL,67036,5117272.0199999996,3846437.19,,,
DIGESTIVE SYSTEM,45331,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45331,SG,1076,256461.57,195022.42,,,
DIGESTIVE SYSTEM,45331,OTHER,45666,4748164.09,3615202.21,,,
DIGESTIVE SYSTEM,45331,TOTAL,46742,5004625.66,3810224.63,,,
DIGESTIVE SYSTEM,45332,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45332,SG,N/A,833.95,653.82000000000005,,,
DIGESTIVE SYSTEM,45332,OTHER,336,40497.269999999997,30996.47,,,
DIGESTIVE SYSTEM,45332,TOTAL,338,41331.219999999987,31650.29,,,
DIGESTIVE SYSTEM,45333,SG,34,7987.79,6195.98,,,
DIGESTIVE SYSTEM,45333,OTHER,1462,195695.32,148021.87,,,
DIGESTIVE SYSTEM,45333,TOTAL,1496,203683.11,154217.85,,,
DIGESTIVE SYSTEM,45334,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45334,SG,31,13598.88,9973.7199999999993,,,
DIGESTIVE SYSTEM,45334,OTHER,3465,626215.52,482170.07,,,
DIGESTIVE SYSTEM,45334,TOTAL,3496,639814.40000000002,492143.79,,,
DIGESTIVE SYSTEM,45335,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45335,SG,89,18839.77,14736.46,,,
DIGESTIVE SYSTEM,45335,OTHER,3776,371161.68,284544.93,,,
DIGESTIVE SYSTEM,45335,TOTAL,3865,390001.45,299281.39,,,
DIGESTIVE SYSTEM,45337,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45337,OTHER,1335,189804.1,146492.4,,,
DIGESTIVE SYSTEM,45337,TOTAL,1335,189804.1,146492.4,,,
DIGESTIVE SYSTEM,45338,SG,208,90700.41,69968.149999999994,,,
DIGESTIVE SYSTEM,45338,OTHER,6426,1315199.56,1003078.13,,,
DIGESTIVE SYSTEM,45338,TOTAL,6634,1405899.97,1073046.28,,,
DIGESTIVE SYSTEM,45340,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45340,SG,17,7488.45,5857.28,,,
DIGESTIVE SYSTEM,45340,OTHER,1548,245386.86,188683.81,,,
DIGESTIVE SYSTEM,45340,TOTAL,1565,252875.31,194541.09,,,
DIGESTIVE SYSTEM,45341,SG,26,10997.39,8391.4699999999993,,,
DIGESTIVE SYSTEM,45341,OTHER,3636,637180.18000000005,487659.44,,,
DIGESTIVE SYSTEM,45341,TOTAL,3662,648177.57000000007,496050.91,,,
DIGESTIVE SYSTEM,45342,SG,N/A,1285.3399999999999,1007.71,,,
DIGESTIVE SYSTEM,45342,OTHER,438,108063.25,84115.25,,,
DIGESTIVE SYSTEM,45342,TOTAL,441,109348.59,85122.96,,,
DIGESTIVE SYSTEM,45345,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,45345,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,45346,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45346,SG,13,5569.9,4366.79,,,
DIGESTIVE SYSTEM,45346,OTHER,141,59260.68,45829.1,,,
DIGESTIVE SYSTEM,45346,TOTAL,154,64830.58,50195.89,,,
DIGESTIVE SYSTEM,45347,OTHER,N/A,192.53,150.94,,,
DIGESTIVE SYSTEM,45347,TOTAL,N/A,192.53,150.94,,,
DIGESTIVE SYSTEM,45349,SG,N/A,898.01,615.08000000000004,,,
DIGESTIVE SYSTEM,45349,OTHER,14,6740.62,5272.09,,,
DIGESTIVE SYSTEM,45349,TOTAL,16,7638.63,5887.17,,,
DIGESTIVE SYSTEM,45350,SG,28,12141.92,9395.0300000000007,,,
DIGESTIVE SYSTEM,45350,OTHER,186,83919.95,65063.55,,,
DIGESTIVE SYSTEM,45350,TOTAL,214,96061.87,74458.58,,,
DIGESTIVE SYSTEM,45378,53,21522,1263832.58,953087.07,,,
DIGESTIVE SYSTEM,45378,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45378,SG,15836,6788068.1100000003,5184812.8600000003,,,
DIGESTIVE SYSTEM,45378,OTHER,593566,161144223.02000001,122882974.79000001,,,
DIGESTIVE SYSTEM,45378,TOTAL,630924,169196123.71000001,129020874.72,,,
DIGESTIVE SYSTEM,45379,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45379,SG,13,4210.1400000000003,3300.76,,,
DIGESTIVE SYSTEM,45379,OTHER,1048,254830.27,197183.24,,,
DIGESTIVE SYSTEM,45379,TOTAL,1061,259040.41,200484,,,
DIGESTIVE SYSTEM,45380,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45380,SG,45638,17311565.879999999,13361413.279999999,,,
DIGESTIVE SYSTEM,45380,OTHER,1351691,345873829.45999998,266635687.31999999,,,
DIGESTIVE SYSTEM,45380,TOTAL,1397329,363185395.33999997,279997100.60000002,,,
DIGESTIVE SYSTEM,45381,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45381,SG,2913,765288.59,595734.84,,,
DIGESTIVE SYSTEM,45381,OTHER,101082,9677265.7799999993,7528695.54,,,
DIGESTIVE SYSTEM,45381,TOTAL,103995,10442554.369999999,8124430.3799999999,,,
DIGESTIVE SYSTEM,45382,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45382,SG,347,106032.54,82870.81,,,
DIGESTIVE SYSTEM,45382,OTHER,26249,8940021.4199999999,6941450.7000000002,,,
DIGESTIVE SYSTEM,45382,TOTAL,26596,9046053.959999999,7024321.5099999998,,,
DIGESTIVE SYSTEM,45383,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,45383,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,45384,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45384,SG,4276,1666158.1,1293789.49,,,
DIGESTIVE SYSTEM,45384,OTHER,164879,43701099.509999998,33632052.619999997,,,
DIGESTIVE SYSTEM,45384,TOTAL,169155,45367257.609999999,34925842.109999999,,,
DIGESTIVE SYSTEM,45385,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45385,SG,40775,17559695.039999999,13562474.76,,,
DIGESTIVE SYSTEM,45385,OTHER,1093756,378788981.98000002,292421584.54000002,,,
DIGESTIVE SYSTEM,45385,TOTAL,1134531,396348677.01999998,305984059.30000001,,,
DIGESTIVE SYSTEM,45386,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45386,SG,63,26538.35,20287.84,,,
DIGESTIVE SYSTEM,45386,OTHER,2669,717928.15,551204.11,,,
DIGESTIVE SYSTEM,45386,TOTAL,2732,744466.5,571491.94999999995,,,
DIGESTIVE SYSTEM,45388,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45388,SG,805,318973.01,247789.84,,,
DIGESTIVE SYSTEM,45388,OTHER,9184,3664796.16,2850763.07,,,
DIGESTIVE SYSTEM,45388,TOTAL,9989,3983769.17,3098552.91,,,
DIGESTIVE SYSTEM,45389,SG,N/A,485.27,380.46,,,
DIGESTIVE SYSTEM,45389,OTHER,N/A,2976.36,2333.46,,,
DIGESTIVE SYSTEM,45389,TOTAL,N/A,3461.63,2713.92,,,
DIGESTIVE SYSTEM,45390,SG,213,90008.66,69715.81,,,
DIGESTIVE SYSTEM,45390,OTHER,1672,715625.23,558166.43000000005,,,
DIGESTIVE SYSTEM,45390,TOTAL,1885,805633.89,627882.23999999999,,,
DIGESTIVE SYSTEM,45391,SG,N/A,396.43,310.8,,,
DIGESTIVE SYSTEM,45391,OTHER,917,217296.79,167491.21,,,
DIGESTIVE SYSTEM,45391,TOTAL,918,217693.22,167802.01,,,
DIGESTIVE SYSTEM,45392,SG,N/A,1238.43,598.42999999999995,,,
DIGESTIVE SYSTEM,45392,OTHER,132,51655.22,38772.410000000003,,,
DIGESTIVE SYSTEM,45392,TOTAL,135,52893.65,39370.839999999997,,,
DIGESTIVE SYSTEM,45393,OTHER,N/A,2794.61,2190.98,,,
DIGESTIVE SYSTEM,45393,TOTAL,N/A,2794.61,2190.98,,,
DIGESTIVE SYSTEM,45395,80S,327,102132.84,78666.5,,,
DIGESTIVE SYSTEM,45395,OTHER,867,1726922.77,1336772.58,,,
DIGESTIVE SYSTEM,45395,TOTAL,1194,1829055.61,1415439.08,,,
DIGESTIVE SYSTEM,45397,80S,57,19438.12,14840.33,,,
DIGESTIVE SYSTEM,45397,OTHER,200,438644.17,339154.54,,,
DIGESTIVE SYSTEM,45397,TOTAL,257,458082.29,353994.87,,,
DIGESTIVE SYSTEM,45398,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45398,SG,38,15125.17,11858.24,,,
DIGESTIVE SYSTEM,45398,OTHER,564,225988.43,174989.99,,,
DIGESTIVE SYSTEM,45398,TOTAL,602,241113.60000000001,186848.23,,,
DIGESTIVE SYSTEM,45399,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45399,SG,N/A,0,0,,,
DIGESTIVE SYSTEM,45399,OTHER,N/A,1391.04,1090.58,,,
DIGESTIVE SYSTEM,45399,TOTAL,N/A,1391.04,1090.58,,,
DIGESTIVE SYSTEM,45400,80S,200,34305.040000000001,26629.63,,,
DIGESTIVE SYSTEM,45400,OTHER,728,818977,635346.5,,,
DIGESTIVE SYSTEM,45400,TOTAL,928,853282.04,661976.13,,,
DIGESTIVE SYSTEM,45402,80S,76,17731.95,13783.1,,,
DIGESTIVE SYSTEM,45402,OTHER,256,397501.71,307121.48,,,
DIGESTIVE SYSTEM,45402,TOTAL,332,415233.66,320904.58,,,
DIGESTIVE SYSTEM,45499,80S,N/A,1590.21,1246.73,,,
DIGESTIVE SYSTEM,45499,OTHER,43,43084.31,33804.25,,,
DIGESTIVE SYSTEM,45499,TOTAL,50,44674.52,35050.980000000003,,,
DIGESTIVE SYSTEM,45500,SG,12,10639.75,8341.5400000000009,,,
DIGESTIVE SYSTEM,45500,OTHER,57,27497.09,21148.06,,,
DIGESTIVE SYSTEM,45500,TOTAL,69,38136.839999999997,29489.599999999999,,,
DIGESTIVE SYSTEM,45505,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45505,SG,N/A,4296.4799999999996,3368.43,,,
DIGESTIVE SYSTEM,45505,OTHER,1074,719346.61,559001.48,,,
DIGESTIVE SYSTEM,45505,TOTAL,1077,723643.09,562369.91,,,
DIGESTIVE SYSTEM,45520,OTHER,423,34684.080000000002,26629.58,,,
DIGESTIVE SYSTEM,45520,TOTAL,423,34684.080000000002,26629.58,,,
DIGESTIVE SYSTEM,45540,80S,99,14617.95,11463.6,,,
DIGESTIVE SYSTEM,45540,OTHER,401,407742.08,318149.89,,,
DIGESTIVE SYSTEM,45540,TOTAL,500,422360.03,329613.49,,,
DIGESTIVE SYSTEM,45541,80S,38,4916.03,3825.96,,,
DIGESTIVE SYSTEM,45541,OTHER,586,605568.80000000005,472208.33,,,
DIGESTIVE SYSTEM,45541,TOTAL,624,610484.83000000007,476034.29,,,
DIGESTIVE SYSTEM,45550,80S,92,21090.94,16535.23,,,
DIGESTIVE SYSTEM,45550,OTHER,269,397630.51,311267.37,,,
DIGESTIVE SYSTEM,45550,TOTAL,361,418721.45,327802.59999999998,,,
DIGESTIVE SYSTEM,45560,80S,297,21779.93,16797.38,,,
DIGESTIVE SYSTEM,45560,SG,N/A,3006.32,2356.9499999999998,,,
DIGESTIVE SYSTEM,45560,OTHER,1398,730554.17,567875.92000000004,,,
DIGESTIVE SYSTEM,45560,TOTAL,1697,755340.42,587030.25,,,
DIGESTIVE SYSTEM,45562,80S,11,1655.89,1182.98,,,
DIGESTIVE SYSTEM,45562,OTHER,106,103072.63,80754.740000000005,,,
DIGESTIVE SYSTEM,45562,TOTAL,117,104728.52,81937.72,,,
DIGESTIVE SYSTEM,45563,80S,N/A,815.06,639.02,,,
DIGESTIVE SYSTEM,45563,OTHER,31,49276.97,38603.06,,,
DIGESTIVE SYSTEM,45563,TOTAL,34,50092.03,39242.079999999987,,,
DIGESTIVE SYSTEM,45800,80S,25,2771.21,2172.63,,,
DIGESTIVE SYSTEM,45800,OTHER,76,61663.46,48288.91,,,
DIGESTIVE SYSTEM,45800,TOTAL,101,64434.67,50461.54,,,
DIGESTIVE SYSTEM,45805,80S,N/A,306.75,240.49,,,
DIGESTIVE SYSTEM,45805,OTHER,N/A,6559.88,5142.9399999999996,,,
DIGESTIVE SYSTEM,45805,TOTAL,N/A,6866.63,5383.4299999999994,,,
DIGESTIVE SYSTEM,45820,80S,N/A,1106.53,824.3,,,
DIGESTIVE SYSTEM,45820,OTHER,45,39131.96,30669.86,,,
DIGESTIVE SYSTEM,45820,TOTAL,52,40238.49,31494.16,,,
DIGESTIVE SYSTEM,45825,80S,N/A,239.32,187.63,,,
DIGESTIVE SYSTEM,45825,OTHER,N/A,3892.29,3100.23,,,
DIGESTIVE SYSTEM,45825,TOTAL,N/A,4131.6099999999997,3287.86,,,
DIGESTIVE SYSTEM,45900,80S,N/A,18.48,14.48,,,
DIGESTIVE SYSTEM,45900,OTHER,115,22457.93,17483.12,,,
DIGESTIVE SYSTEM,45900,TOTAL,116,22476.41,17497.599999999999,,,
DIGESTIVE SYSTEM,45905,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45905,SG,N/A,3781.6,2964.78,,,
DIGESTIVE SYSTEM,45905,OTHER,546,118751.23,90472.71,,,
DIGESTIVE SYSTEM,45905,TOTAL,552,122532.83,93437.49,,,
DIGESTIVE SYSTEM,45910,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45910,SG,N/A,4516.83,3541.2,,,
DIGESTIVE SYSTEM,45910,OTHER,463,114366.93,87656.89,,,
DIGESTIVE SYSTEM,45910,TOTAL,469,118883.76,91198.09,,,
DIGESTIVE SYSTEM,45915,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,45915,SG,N/A,732.61,574.37,,,
DIGESTIVE SYSTEM,45915,OTHER,2333,628916.28,487519.4,,,
DIGESTIVE SYSTEM,45915,TOTAL,2334,629648.89,488093.77,,,
DIGESTIVE SYSTEM,45990,80S,15,188.43,147.72999999999999,,,
DIGESTIVE SYSTEM,45990,SG,N/A,5972.38,4682.37,,,
DIGESTIVE SYSTEM,45990,OTHER,4212,455872.01,351376.75,,,
DIGESTIVE SYSTEM,45990,TOTAL,4235,462032.82,356206.85,,,
DIGESTIVE SYSTEM,45999,80S,N/A,1803.85,1411.56,,,
DIGESTIVE SYSTEM,45999,SG,N/A,0,0,,,
DIGESTIVE SYSTEM,45999,OTHER,245,96906.75,75848.100000000006,,,
DIGESTIVE SYSTEM,45999,TOTAL,254,98710.6,77259.66,,,
DIGESTIVE SYSTEM,46020,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46020,SG,N/A,2727.7,2029.59,,,
DIGESTIVE SYSTEM,46020,OTHER,1210,340570.21,261211.01,,,
DIGESTIVE SYSTEM,46020,TOTAL,1213,343297.91,263240.59999999998,,,
DIGESTIVE SYSTEM,46030,80S,N/A,15.28,11.98,,,
DIGESTIVE SYSTEM,46030,SG,N/A,114.09,89.44,,,
DIGESTIVE SYSTEM,46030,OTHER,276,25220.83,19113.55,,,
DIGESTIVE SYSTEM,46030,TOTAL,278,25350.2,19214.97,,,
DIGESTIVE SYSTEM,46040,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46040,SG,N/A,5540.72,4228.68,,,
DIGESTIVE SYSTEM,46040,OTHER,5717,2517712.2000000002,1936985.95,,,
DIGESTIVE SYSTEM,46040,TOTAL,5724,2523252.92,1941214.63,,,
DIGESTIVE SYSTEM,46045,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46045,SG,N/A,973.02,762.85,,,
DIGESTIVE SYSTEM,46045,OTHER,289,126272.16,96932.49,,,
DIGESTIVE SYSTEM,46045,TOTAL,290,127245.18,97695.340000000011,,,
DIGESTIVE SYSTEM,46050,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46050,SG,N/A,477.06,356.11,,,
DIGESTIVE SYSTEM,46050,OTHER,3801,511113.67,381506.41,,,
DIGESTIVE SYSTEM,46050,TOTAL,3804,511590.73,381862.52,,,
DIGESTIVE SYSTEM,46060,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46060,SG,N/A,5797.68,4430.1400000000003,,,
DIGESTIVE SYSTEM,46060,OTHER,992,487318.75,374444.09,,,
DIGESTIVE SYSTEM,46060,TOTAL,1000,493116.43,378874.23,,,
DIGESTIVE SYSTEM,46070,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,46070,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,46080,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46080,SG,11,9149.51,7173.21,,,
DIGESTIVE SYSTEM,46080,OTHER,1244,313148.67,238982.88,,,
DIGESTIVE SYSTEM,46080,TOTAL,1255,322298.18,246156.09,,,
DIGESTIVE SYSTEM,46083,SG,N/A,185.28,145.25,,,
DIGESTIVE SYSTEM,46083,OTHER,2843,413628.62,299592.96999999997,,,
DIGESTIVE SYSTEM,46083,TOTAL,2845,413813.9,299738.21999999997,,,
DIGESTIVE SYSTEM,46200,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46200,SG,13,13818.63,10112.23,,,
DIGESTIVE SYSTEM,46200,OTHER,1485,625747.09,480167.85,,,
DIGESTIVE SYSTEM,46200,TOTAL,1498,639565.72,490280.08,,,
DIGESTIVE SYSTEM,46220,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46220,SG,N/A,6744.3,5287.54,,,
DIGESTIVE SYSTEM,46220,OTHER,1158,239000.43,179380.15,,,
DIGESTIVE SYSTEM,46220,TOTAL,1167,245744.73,184667.69,,,
DIGESTIVE SYSTEM,46221,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46221,SG,949,139047.70000000001,106548.67,,,
DIGESTIVE SYSTEM,46221,OTHER,78154,19432590.859999999,14752030.890000001,,,
DIGESTIVE SYSTEM,46221,TOTAL,79103,19571638.559999999,14858579.560000001,,,
DIGESTIVE SYSTEM,46230,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46230,SG,N/A,3983.49,3123.05,,,
DIGESTIVE SYSTEM,46230,OTHER,1414,349812.56,266978.21999999997,,,
DIGESTIVE SYSTEM,46230,TOTAL,1420,353796.05,270101.27,,,
DIGESTIVE SYSTEM,46250,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46250,SG,N/A,7324.85,5705.89,,,
DIGESTIVE SYSTEM,46250,OTHER,1709,697511.8,535293.87,,,
DIGESTIVE SYSTEM,46250,TOTAL,1717,704836.65,540999.76,,,
DIGESTIVE SYSTEM,46255,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46255,SG,19,18370.05,14402.1,,,
DIGESTIVE SYSTEM,46255,OTHER,3825,1697505.8,1307619.78,,,
DIGESTIVE SYSTEM,46255,TOTAL,3844,1715875.85,1322021.8799999999,,,
DIGESTIVE SYSTEM,46257,SG,N/A,4801.8,3764.62,,,
DIGESTIVE SYSTEM,46257,OTHER,142,69133.17,54101.67,,,
DIGESTIVE SYSTEM,46257,TOTAL,147,73934.97,57866.29,,,
DIGESTIVE SYSTEM,46258,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46258,SG,N/A,1946.68,1526.2,,,
DIGESTIVE SYSTEM,46258,OTHER,79,42310.22,32512.38,,,
DIGESTIVE SYSTEM,46258,TOTAL,81,44256.9,34038.58,,,
DIGESTIVE SYSTEM,46260,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46260,SG,81,88040.14,66830.44,,,
DIGESTIVE SYSTEM,46260,OTHER,8576,4679618.6399999997,3607711.71,,,
DIGESTIVE SYSTEM,46260,TOTAL,8657,4767658.7799999993,3674542.15,,,
DIGESTIVE SYSTEM,46261,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46261,SG,N/A,5499.39,4311.54,,,
DIGESTIVE SYSTEM,46261,OTHER,349,205822.52,159720.37,,,
DIGESTIVE SYSTEM,46261,TOTAL,355,211321.91,164031.91,,,
DIGESTIVE SYSTEM,46262,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46262,OTHER,153,92061.41,71338.289999999994,,,
DIGESTIVE SYSTEM,46262,TOTAL,153,92061.41,71338.289999999994,,,
DIGESTIVE SYSTEM,46270,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46270,SG,15,16943.689999999999,12462.33,,,
DIGESTIVE SYSTEM,46270,OTHER,1881,908140.11,701374.63,,,
DIGESTIVE SYSTEM,46270,TOTAL,1896,925083.79999999993,713836.96,,,
DIGESTIVE SYSTEM,46275,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46275,SG,14,15540.29,11443.81,,,
DIGESTIVE SYSTEM,46275,OTHER,1111,569858.68999999994,437563.16,,,
DIGESTIVE SYSTEM,46275,TOTAL,1125,585398.98,449006.97,,,
DIGESTIVE SYSTEM,46280,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46280,SG,12,11945.03,9249.65,,,
DIGESTIVE SYSTEM,46280,OTHER,1481,789608.44,604095.84,,,
DIGESTIVE SYSTEM,46280,TOTAL,1493,801553.47,613345.49,,,
DIGESTIVE SYSTEM,46285,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46285,SG,N/A,4385.05,3322.63,,,
DIGESTIVE SYSTEM,46285,OTHER,203,97272.29,72226.34,,,
DIGESTIVE SYSTEM,46285,TOTAL,207,101657.34,75548.97,,,
DIGESTIVE SYSTEM,46288,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46288,SG,N/A,5916,4630.95,,,
DIGESTIVE SYSTEM,46288,OTHER,278,177809.58,137657.72,,,
DIGESTIVE SYSTEM,46288,TOTAL,282,183725.58,142288.67000000001,,,
DIGESTIVE SYSTEM,46320,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46320,SG,N/A,481.27,377.31,,,
DIGESTIVE SYSTEM,46320,OTHER,2635,411506.37,302756.03999999998,,,
DIGESTIVE SYSTEM,46320,TOTAL,2640,411987.64,303133.34999999998,,,
DIGESTIVE SYSTEM,46500,SG,18,1667.1,1307.03,,,
DIGESTIVE SYSTEM,46500,OTHER,12366,3141676.38,2398686.9500000002,,,
DIGESTIVE SYSTEM,46500,TOTAL,12384,3143343.48,2399993.98,,,
DIGESTIVE SYSTEM,46505,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46505,SG,N/A,867.97,680.49,,,
DIGESTIVE SYSTEM,46505,OTHER,886,242801.18,185602.93,,,
