CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,,,
"""2015 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2526 ,,,,,,,,
RADIOLOGY,73725,TC,419,87935.82,68486.600000000006,,,
RADIOLOGY,73725,GLOBL,3798,1199192.57,927946.73,,,
RADIOLOGY,73725,TOTAL,11805,1929440.09,1487887.74,,,
RADIOLOGY,74000,26,1815635.1,16901458.620000001,12775945.26,,,
RADIOLOGY,74000,TC,91483,1266758.2,923506.15,,,
RADIOLOGY,74000,GLOBL,275798,6399773.3799999999,4649551.05,,,
RADIOLOGY,74000,TOTAL,2182916.1,24567990.199999999,18349002.460000001,,,
RADIOLOGY,74010,26,23609,277768.08,207909.74,,,
RADIOLOGY,74010,TC,3915,88962.72,65104.6,,,
RADIOLOGY,74010,GLOBL,12037,411425.15,299728.09000000003,,,
RADIOLOGY,74010,TOTAL,39561,778155.95,572742.42999999993,,,
RADIOLOGY,74020,26,573981,7786113.96,5802204.8499999996,,,
RADIOLOGY,74020,TC,21101,473571.39,335699.3,,,
RADIOLOGY,74020,GLOBL,46870,1704837.51,1226090.1200000001,,,
RADIOLOGY,74020,TOTAL,641952,9964522.8599999994,7363994.2699999996,,,
RADIOLOGY,74022,26,526054,8406228.0299999993,6219711.0599999996,,,
RADIOLOGY,74022,TC,9216,241506,169112.51,,,
RADIOLOGY,74022,GLOBL,20827,887603.72,637178.43000000005,,,
RADIOLOGY,74022,TOTAL,556097,9535337.75,7026001.9999999991,,,
RADIOLOGY,74150,26,77996,4665101.91,3498921.78,,,
RADIOLOGY,74150,TC,5565,419859.76,310231.45,,,
RADIOLOGY,74150,GLOBL,17453,2551318.79,1893203.09,,,
RADIOLOGY,74150,TOTAL,101014,7636280.46,5702356.3200000003,,,
RADIOLOGY,74160,26,108775,6906947.6500000004,5137791.16,,,
RADIOLOGY,74160,TC,9004,1219793.3799999999,919591.52,,,
RADIOLOGY,74160,GLOBL,18232,4096819.16,3094805.71,,,
RADIOLOGY,74160,TOTAL,136011,12223560.189999999,9152188.3900000006,,,
RADIOLOGY,74170,26,79618,5631335.4500000002,4186005.65,,,
RADIOLOGY,74170,TC,9588,1731228.04,1295615.05,,,
RADIOLOGY,74170,GLOBL,26281,7003928.46,5284589.0999999996,,,
RADIOLOGY,74170,TOTAL,115487,14366491.949999999,10766209.800000001,,,
RADIOLOGY,74174,26,161499,18049784.710000001,13641781.99,,,
RADIOLOGY,74174,TC,5484,1448418.66,1102360.28,,,
RADIOLOGY,74174,GLOBL,17982,7075276.79,5418605.6600000001,,,
RADIOLOGY,74174,TOTAL,184965,26573480.16,20162747.93,,,
RADIOLOGY,74175,26,38426,3169738.47,2398739.83,,,
RADIOLOGY,74175,TC,1248,255585.15,194183.69,,,
RADIOLOGY,74175,GLOBL,5848,1786577.39,1365017.66,,,
RADIOLOGY,74175,TOTAL,45522,5211901.01,3957941.18,,,
RADIOLOGY,74176,26,2033268.1,181011506.31,135738307.38999999,,,
RADIOLOGY,74176,TC,65675,6386966.7199999997,4752050.0599999996,,,
RADIOLOGY,74176,GLOBL,163051,32476283.460000001,24421322.719999999,,,
RADIOLOGY,74176,TOTAL,2261994.1,219874756.49000001,164911680.16999999,,,
RADIOLOGY,74177,26,2478703.5,231233894.63999999,172779602.12,,,
RADIOLOGY,74177,TC,103252,21732146.579999998,16567510.98,,,
RADIOLOGY,74177,GLOBL,210005,67218894.890000001,51327291.789999999,,,
RADIOLOGY,74177,TOTAL,2791960.5,320184936.11000001,240674404.88999999,,,
RADIOLOGY,74178,26,404817,41342190.409999996,31033733.629999999,,,
RADIOLOGY,74178,TC,60384,14501136.57,11043511.82,,,
RADIOLOGY,74178,GLOBL,147685,53846479.82,41168512.240000002,,,
RADIOLOGY,74178,TOTAL,612886,109689806.8,83245757.689999998,,,
RADIOLOGY,74181,26,90687,6582776.3099999996,5008461.21,,,
RADIOLOGY,74181,TC,3149,788060.45,605407.56000000006,,,
RADIOLOGY,74181,GLOBL,17625,5893200.7599999998,4509651.46,,,
RADIOLOGY,74181,TOTAL,111461,13264037.52,10123520.23,,,
RADIOLOGY,74182,26,4039,351528.32,266782.81,,,
RADIOLOGY,74182,TC,116,45966.7,35448.93,,,
RADIOLOGY,74182,GLOBL,1126,531236.43000000005,409614.37,,,
RADIOLOGY,74182,TOTAL,5281,928731.45,711846.11,,,
RADIOLOGY,74183,26,180549,20707989.280000001,15573477.08,,,
RADIOLOGY,74183,TC,13683,5519830.6200000001,4253457.57,,,
RADIOLOGY,74183,GLOBL,61780,32989803.940000001,25372049.23,,,
RADIOLOGY,74183,TOTAL,256012,59217623.840000004,45198983.880000003,,,
RADIOLOGY,74185,26,11015,928456.78,708690.59,,,
RADIOLOGY,74185,TC,672,213901.7,166129.25,,,
RADIOLOGY,74185,GLOBL,4228,1733580.92,1338401.6599999999,,,
RADIOLOGY,74185,TOTAL,15915,2875939.4,2213221.5,,,
RADIOLOGY,74190,26,631,15255.91,11600.2,,,
RADIOLOGY,74190,GLOBL,311,24923.32,18883.099999999999,,,
RADIOLOGY,74190,TOTAL,942,40179.230000000003,30483.3,,,
RADIOLOGY,74210,26,2141,38894,29300.41,,,
RADIOLOGY,74210,TC,120,6414.74,4579.09,,,
RADIOLOGY,74210,GLOBL,196,15536.7,11531.36,,,
RADIOLOGY,74210,TOTAL,2457,60845.440000000002,45410.86,,,
RADIOLOGY,74220,26,168763,3971766.18,2979409.58,,,
RADIOLOGY,74220,TC,3663,243244.7,181525.56,,,
RADIOLOGY,74220,GLOBL,25873,2348335.2000000002,1739684.92,,,
RADIOLOGY,74220,TOTAL,198299,6563346.0800000001,4900620.0600000015,,,
RADIOLOGY,74230,26,339161,9191108.5199999996,7016971.5999999996,,,
RADIOLOGY,74230,TC,752,73087.990000000005,56309.72,,,
RADIOLOGY,74230,GLOBL,14597,1842015.18,1423089.31,,,
RADIOLOGY,74230,TOTAL,354510,11106211.689999999,8496370.629999999,,,
RADIOLOGY,74235,26,26,1720.56,1348.94,,,
RADIOLOGY,74235,GLOBL,N/A,362.88,284.5,,,
RADIOLOGY,74235,TOTAL,28,2083.44,1633.44,,,
RADIOLOGY,74240,26,48964,1732294.78,1319604.1100000001,,,
RADIOLOGY,74240,TC,582,44314.67,33822.129999999997,,,
RADIOLOGY,74240,GLOBL,14820,1637111.52,1252985.49,,,
RADIOLOGY,74240,TOTAL,64366,3413720.97,2606411.73,,,
RADIOLOGY,74241,26,24777,878433.5,664955.29,,,
RADIOLOGY,74241,TC,299,23878.92,17715.55,,,
RADIOLOGY,74241,GLOBL,2657,316595.40000000002,235416.23,,,
RADIOLOGY,74241,TOTAL,27733,1218907.82,918087.07000000007,,,
RADIOLOGY,74245,26,16837,783109.16,593400.55000000005,,,
RADIOLOGY,74245,TC,226,26960.42,20130.810000000001,,,
RADIOLOGY,74245,GLOBL,1375,245298.62,184208.58,,,
RADIOLOGY,74245,TOTAL,18438,1055368.2,797739.94000000006,,,
RADIOLOGY,74246,26,32958,1173731.8700000001,872082.02,,,
RADIOLOGY,74246,TC,762,69902.63,51144.35,,,
RADIOLOGY,74246,GLOBL,9423,1200144.3899999999,888810.81,,,
RADIOLOGY,74246,TOTAL,43143,2443778.89,1812037.18,,,
RADIOLOGY,74247,26,19025,673078.83,500845.78,,,
RADIOLOGY,74247,TC,233,25709.38,19191.580000000002,,,
RADIOLOGY,74247,GLOBL,6039,895659.35,664263.04,,,
RADIOLOGY,74247,TOTAL,25297,1594447.56,1184300.3999999999,,,
RADIOLOGY,74249,26,16747,771992.78,580833.30000000005,,,
RADIOLOGY,74249,TC,403,54642.44,40754.28,,,
RADIOLOGY,74249,GLOBL,3137,595387.35,447307.66,,,
RADIOLOGY,74249,TOTAL,20287,1422022.57,1068895.24,,,
RADIOLOGY,74250,26,52003,1259028.3400000001,956208.77,,,
RADIOLOGY,74250,TC,524,40263.339999999997,30143.03,,,
RADIOLOGY,74250,GLOBL,4454,470292.67,352416.2,,,
RADIOLOGY,74250,TOTAL,56981,1769584.35,1338768,,,
RADIOLOGY,74251,26,342,11874.1,9056.1299999999992,,,
RADIOLOGY,74251,GLOBL,N/A,737.99,585.46,,,
RADIOLOGY,74251,TOTAL,346,12612.09,9641.59,,,
RADIOLOGY,74260,26,43,1130.27,843.98,,,
RADIOLOGY,74260,GLOBL,N/A,435.91,300.04000000000002,,,
RADIOLOGY,74260,TOTAL,47,1566.18,1144.02,,,
RADIOLOGY,74261,26,4732,591687.36,446697.55,,,
RADIOLOGY,74261,TC,546,70067.08,53694.46,,,
RADIOLOGY,74261,GLOBL,3815,967394.12,734922.87,,,
RADIOLOGY,74261,TOTAL,9093,1629148.56,1235314.8799999999,,,
RADIOLOGY,74262,26,402,51809.55,39354.58,,,
RADIOLOGY,74262,TC,N/A,1157.97,907.86,,,
RADIOLOGY,74262,GLOBL,127,50075.26,38545.550000000003,,,
RADIOLOGY,74262,TOTAL,534,103042.78,78807.990000000005,,,
RADIOLOGY,74263,26,N/A,0,0,,,
RADIOLOGY,74263,TC,N/A,0,0,,,
RADIOLOGY,74263,GLOBL,N/A,0,0,,,
RADIOLOGY,74263,TOTAL,N/A,0,0,,,
RADIOLOGY,74270,26,37180,1307376.1499999999,987397.7,,,
RADIOLOGY,74270,TC,459,49893.65,37806.43,,,
RADIOLOGY,74270,GLOBL,2327,350169.67,259821.33,,,
RADIOLOGY,74270,TOTAL,39966,1707439.47,1285025.46,,,
RADIOLOGY,74280,26,13583,681889.45,509843.48,,,
RADIOLOGY,74280,TC,217,31006.61,23095.67,,,
RADIOLOGY,74280,GLOBL,2146,442380.48,329998.56,,,
RADIOLOGY,74280,TOTAL,15946,1155276.54,862937.71,,,
RADIOLOGY,74283,26,368,38440.97,29496.65,,,
RADIOLOGY,74283,GLOBL,1194,240719.81,184750.67,,,
RADIOLOGY,74283,TOTAL,1562,279160.78000000003,214247.32,,,
RADIOLOGY,74290,26,44,736.17,552.55999999999995,,,
RADIOLOGY,74290,GLOBL,N/A,161.77000000000001,126.82,,,
RADIOLOGY,74290,TOTAL,46,897.93999999999994,679.37999999999988,,,
RADIOLOGY,74300,26,41103,665624.88,510197.49,,,
RADIOLOGY,74300,TC,N/A,0,0,,,
RADIOLOGY,74300,GLOBL,38,2338.41,1835.12,,,
RADIOLOGY,74300,TOTAL,41141,667963.29,512032.61,,,
RADIOLOGY,74301,26,117,1250.43,971.99,,,
RADIOLOGY,74301,GLOBL,N/A,0,0,,,
RADIOLOGY,74301,TOTAL,117,1250.43,971.99,,,
RADIOLOGY,74305,26,16033,346273.56,267708.40999999997,,,
RADIOLOGY,74305,TC,N/A,120.3,94.3,,,
RADIOLOGY,74305,GLOBL,116,7260.09,5505.89,,,
RADIOLOGY,74305,TOTAL,16153,353653.95,273308.59999999998,,,
RADIOLOGY,74320,26,4511,120875.64,93983.41,,,
RADIOLOGY,74320,TC,N/A,0,0,,,
RADIOLOGY,74320,GLOBL,66,6862.86,5380.53,,,
RADIOLOGY,74320,TOTAL,4577,127738.5,99363.94,,,
RADIOLOGY,74327,26,313,10806.3,8467.2800000000007,,,
RADIOLOGY,74327,TOTAL,313,10806.3,8467.2800000000007,,,
RADIOLOGY,74328,26,56665,1872130.03,1447337.62,,,
RADIOLOGY,74328,TC,N/A,116.41,91.27,,,
RADIOLOGY,74328,GLOBL,25,3636.43,2850.95,,,
RADIOLOGY,74328,TOTAL,56691,1875882.87,1450279.84,,,
RADIOLOGY,74329,26,2642,90192.67,69643.23,,,
RADIOLOGY,74329,TC,N/A,0,0,,,
RADIOLOGY,74329,GLOBL,N/A,157.54,123.51,,,
RADIOLOGY,74329,TOTAL,2643,90350.209999999992,69766.739999999991,,,
RADIOLOGY,74330,26,19775,858616.87,660829.07999999996,,,
RADIOLOGY,74330,TC,N/A,0,0,,,
RADIOLOGY,74330,GLOBL,N/A,1270.04,995.7,,,
RADIOLOGY,74330,TOTAL,19782,859886.91,661824.77999999991,,,
RADIOLOGY,74340,26,9673,259285.58,200954.11,,,
RADIOLOGY,74340,TC,N/A,0,0,,,
RADIOLOGY,74340,GLOBL,N/A,578.79,428.91,,,
RADIOLOGY,74340,TOTAL,9681,259864.37,201383.02,,,
RADIOLOGY,74355,26,23,902.93,697.17,,,
RADIOLOGY,74355,GLOBL,N/A,0,0,,,
RADIOLOGY,74355,TOTAL,23,902.93,697.17,,,
RADIOLOGY,74360,26,4443,127506.61,98914.83,,,
RADIOLOGY,74360,TC,N/A,0,0,,,
RADIOLOGY,74360,GLOBL,91,11676.14,9056.7000000000007,,,
RADIOLOGY,74360,TOTAL,4534,139182.75,107971.53,,,
RADIOLOGY,74363,26,2865,130033.95,101385.11,,,
RADIOLOGY,74363,GLOBL,N/A,2761.99,2165.39,,,
RADIOLOGY,74363,TOTAL,2875,132795.94,103550.5,,,
RADIOLOGY,74400,26,8810,213980.45,159151.74,,,
RADIOLOGY,74400,TC,417,33582.269999999997,24476.26,,,
RADIOLOGY,74400,GLOBL,2846,307915.5,230371.61,,,
RADIOLOGY,74400,TOTAL,12073,555478.22,413999.61,,,
RADIOLOGY,74410,26,297,7088.98,5238.51,,,
RADIOLOGY,74410,TC,48,3582.47,2748.8,,,
RADIOLOGY,74410,GLOBL,660,66498.38,49454.52,,,
RADIOLOGY,74410,TOTAL,1005,77169.83,57441.829999999987,,,
RADIOLOGY,74415,26,1002,24175.95,17710.45,,,
RADIOLOGY,74415,TC,74,7993.22,5931.86,,,
RADIOLOGY,74415,GLOBL,444,59304.83,44278.53,,,
RADIOLOGY,74415,TOTAL,1520,91474,67920.84,,,
RADIOLOGY,74420,26,154108,2799863.99,2152978.59,,,
RADIOLOGY,74420,TC,14291,2017013.77,1577421.87,,,
RADIOLOGY,74420,GLOBL,1422,173470.07,132309.84,,,
RADIOLOGY,74420,TOTAL,169821,4990347.83,3862710.3,,,
RADIOLOGY,74425,26,30361,555926.15,430721.03,,,
RADIOLOGY,74425,TC,115,2733.02,2021.66,,,
RADIOLOGY,74425,GLOBL,927,71742.28,55317.47,,,
RADIOLOGY,74425,TOTAL,31403,630401.45000000007,488060.15999999997,,,
RADIOLOGY,74430,26,17504,275608.38,211642.25,,,
RADIOLOGY,74430,TC,391,7892.62,5905.88,,,
RADIOLOGY,74430,GLOBL,3929,141953.78,109280.57,,,
RADIOLOGY,74430,TOTAL,21824,425454.78,326828.7,,,
RADIOLOGY,74440,26,N/A,91.81,72,,,
RADIOLOGY,74440,GLOBL,N/A,0,0,,,
RADIOLOGY,74440,TOTAL,N/A,91.81,72,,,
RADIOLOGY,74445,26,N/A,183.71,144.02000000000001,,,
RADIOLOGY,74445,TC,N/A,0,0,,,
RADIOLOGY,74445,GLOBL,16,1701.87,1184.44,,,
RADIOLOGY,74445,TOTAL,19,1885.58,1328.46,,,
RADIOLOGY,74450,26,5489,88048.76,67388.73,,,
RADIOLOGY,74450,TC,37,2711.43,2054.94,,,
RADIOLOGY,74450,GLOBL,511,39749.46,30292.77,,,
RADIOLOGY,74450,TOTAL,6037,130509.65,99736.44,,,
RADIOLOGY,74455,26,6976,116172.32,88818.78,,,
RADIOLOGY,74455,TC,143,8893.24,6783.52,,,
RADIOLOGY,74455,GLOBL,6096,513036.62,397045.99,,,
RADIOLOGY,74455,TOTAL,13215,638102.18000000005,492648.29,,,
RADIOLOGY,74470,26,101,2709.71,2097.71,,,
RADIOLOGY,74470,TC,N/A,44.85,35.159999999999997,,,
RADIOLOGY,74470,GLOBL,32,2704.02,1921.1,,,
RADIOLOGY,74470,TOTAL,134,5458.58,4053.97,,,
RADIOLOGY,74475,26,23389,633294.88,493705.99,,,
RADIOLOGY,74475,TC,N/A,0,0,,,
RADIOLOGY,74475,GLOBL,66,6350.17,4901.75,,,
RADIOLOGY,74475,TOTAL,23455,639645.05000000005,498607.74,,,
RADIOLOGY,74480,26,14030,376393.3,293215.84000000003,,,
RADIOLOGY,74480,TC,N/A,0,0,,,
RADIOLOGY,74480,GLOBL,59,5554.23,4354.45,,,
RADIOLOGY,74480,TOTAL,14089,381947.53,297570.28999999998,,,
RADIOLOGY,74485,26,3993,104761.69,81472.740000000005,,,
RADIOLOGY,74485,TC,N/A,177.46,139.12,,,
RADIOLOGY,74485,GLOBL,44,4130.49,3236.78,,,
RADIOLOGY,74485,TOTAL,4039,109069.64,84848.639999999999,,,
RADIOLOGY,74710,26,N/A,34.58,27.11,,,
RADIOLOGY,74710,GLOBL,N/A,84.14,65.959999999999994,,,
RADIOLOGY,74710,TOTAL,N/A,118.72,93.07,,,
RADIOLOGY,74740,26,568,10861.98,7803.9,,,
RADIOLOGY,74740,TC,N/A,401.62,305,,,
RADIOLOGY,74740,GLOBL,227,17293.009999999998,13064.9,,,
RADIOLOGY,74740,TOTAL,802,28556.61,21173.8,,,
RADIOLOGY,74742,26,N/A,64.89,50.87,,,
RADIOLOGY,74742,GLOBL,N/A,0,0,,,
RADIOLOGY,74742,TOTAL,N/A,64.89,50.87,,,
RADIOLOGY,74775,26,69,2247.35,1745.37,,,
RADIOLOGY,74775,GLOBL,N/A,538.83000000000004,422.43,,,
RADIOLOGY,74775,TOTAL,77,2786.18,2167.8000000000002,,,
RADIOLOGY,75557,26,2233,264510.42,200160.73,,,
RADIOLOGY,75557,TC,40,7993.9,5944.76,,,
RADIOLOGY,75557,GLOBL,271,80823.41,62591.61,,,
RADIOLOGY,75557,TOTAL,2544,353327.73,268697.09999999998,,,
RADIOLOGY,75559,26,66,9283.56,6731.88,,,
RADIOLOGY,75559,GLOBL,N/A,307.72000000000003,241.26,,,
RADIOLOGY,75559,TOTAL,67,9591.2799999999988,6973.14,,,
RADIOLOGY,75561,26,14361,1894583.07,1436896.7,,,
RADIOLOGY,75561,TC,411,123332.24,95478.46,,,
RADIOLOGY,75561,GLOBL,1525,632430.24,489136.89,,,
RADIOLOGY,75561,TOTAL,16297,2650345.5499999998,2021512.05,,,
RADIOLOGY,75563,26,1727,256369.54,192845.9,,,
RADIOLOGY,75563,TC,167,53051.72,41285.42,,,
RADIOLOGY,75563,GLOBL,402,224705.74,173520.04,,,
RADIOLOGY,75563,TOTAL,2296,534127,407651.36,,,
RADIOLOGY,75565,26,5021,62973.13,48292.74,,,
RADIOLOGY,75565,TC,244,9583.9500000000007,7444.94,,,
RADIOLOGY,75565,GLOBL,728,42889.59,33499.78,,,
RADIOLOGY,75565,TOTAL,5993,115446.67,89237.459999999992,,,
RADIOLOGY,75571,26,6678,195356.74,143214.76999999999,,,
RADIOLOGY,75571,TC,272,8122.22,5740.26,,,
RADIOLOGY,75571,GLOBL,5075,310791.19,226197.96,,,
RADIOLOGY,75571,TOTAL,12025,514270.15,375152.99,,,
RADIOLOGY,75572,26,12936,1081696.06,823571.16,,,
RADIOLOGY,75572,TC,291,54119.85,41828.76,,,
RADIOLOGY,75572,GLOBL,1761,497078.12,381363.3,,,
RADIOLOGY,75572,TOTAL,14988,1632894.03,1246763.22,,,
RADIOLOGY,75573,26,342,44071.67,33494.629999999997,,,
RADIOLOGY,75573,TC,N/A,648.33000000000004,508.29,,,
RADIOLOGY,75573,GLOBL,57,18731.07,14316.53,,,
RADIOLOGY,75573,TOTAL,402,63451.07,48319.45,,,
RADIOLOGY,75574,26,31048,3770257.81,2877303.62,,,
RADIOLOGY,75574,TC,1186,247181.36,191106.12,,,
RADIOLOGY,75574,GLOBL,12981,4530395.57,3472894.83,,,
RADIOLOGY,75574,TOTAL,45215,8547834.7400000002,6541304.5700000003,,,
RADIOLOGY,75600,26,1467,38864.410000000003,30031.85,,,
RADIOLOGY,75600,TC,N/A,624.62,489.72,,,
RADIOLOGY,75600,GLOBL,64,13486.35,10573.42,,,
RADIOLOGY,75600,TOTAL,1535,52975.38,41094.99,,,
RADIOLOGY,75605,26,2782,160511.59,125185.85,,,
RADIOLOGY,75605,TC,N/A,441.26,345.96,,,
RADIOLOGY,75605,GLOBL,512,67241.34,51976.31,,,
RADIOLOGY,75605,TOTAL,3300,228194.19,177508.12,,,
RADIOLOGY,75625,26,80639,4628919.8,3599465.26,,,
RADIOLOGY,75625,TC,1376,92331.17,72329.17,,,
RADIOLOGY,75625,GLOBL,19526,2642882.73,2055910.36,,,
RADIOLOGY,75625,TOTAL,101541,7364133.6999999993,5727704.79,,,
RADIOLOGY,75630,26,27854,2531675.5099999998,1968516.33,,,
RADIOLOGY,75630,TC,121,9578.5,7509.68,,,
RADIOLOGY,75630,GLOBL,4272,755687.78,588100.4,,,
RADIOLOGY,75630,TOTAL,32247,3296941.79,2564126.41,,,
RADIOLOGY,75635,26,80327,9701960.9600000009,7382565.7599999998,,,
RADIOLOGY,75635,TC,4314,1039436.57,796120.19,,,
RADIOLOGY,75635,GLOBL,13489,5181507.8499999996,3976414.72,,,
RADIOLOGY,75635,TOTAL,98130,15922905.380000001,12155100.67,,,
RADIOLOGY,75658,26,867,58156.63,45484.31,,,
RADIOLOGY,75658,GLOBL,582,92057.2,71858.59,,,
RADIOLOGY,75658,TOTAL,1449,150213.82999999999,117342.9,,,
RADIOLOGY,75676,26,N/A,0,0,,,
RADIOLOGY,75676,TOTAL,N/A,0,0,,,
RADIOLOGY,75705,26,6550,723671.63,565093.85,,,
RADIOLOGY,75705,TC,N/A,385.43,200.61,,,
RADIOLOGY,75705,GLOBL,161,41607.42,32620.2,,,
RADIOLOGY,75705,TOTAL,6714,765664.4800000001,597914.65999999992,,,
RADIOLOGY,75710,26,89636,4925461.3099999996,3835888.15,,,
RADIOLOGY,75710,TC,732,81659.62,64021.440000000002,,,
RADIOLOGY,75710,GLOBL,54517,8859617.3000000007,6900439.29,,,
RADIOLOGY,75710,TOTAL,144885,13866738.23,10800348.880000001,,,
RADIOLOGY,75716,26,62836,4094908.82,3183145.67,,,
RADIOLOGY,75716,TC,1449,167390,131198.13,,,
RADIOLOGY,75716,GLOBL,19210,3612879.94,2814305.55,,,
RADIOLOGY,75716,TOTAL,83495,7875178.7599999998,6128649.3499999996,,,
RADIOLOGY,75726,26,41812,2427500.42,1892871.81,,,
RADIOLOGY,75726,TC,40,3425.67,2685.69,,,
RADIOLOGY,75726,GLOBL,997,149549.28,116691.98,,,
RADIOLOGY,75726,TOTAL,42849,2580475.37,2012249.48,,,
RADIOLOGY,75731,26,38,2239.36,1750.84,,,
RADIOLOGY,75731,GLOBL,23,3809.33,2986.58,,,
RADIOLOGY,75731,TOTAL,61,6048.6900000000014,4737.42,,,
RADIOLOGY,75733,26,N/A,588.45000000000005,411.37,,,
RADIOLOGY,75733,GLOBL,22,3853.49,3021.16,,,
RADIOLOGY,75733,TOTAL,31,4441.9399999999996,3432.53,,,
RADIOLOGY,75736,26,5045,302272.32,235560.16,,,
RADIOLOGY,75736,TC,N/A,447.01,350.46,,,
RADIOLOGY,75736,GLOBL,1135,195535.83,152384.67000000001,,,
RADIOLOGY,75736,TOTAL,6184,498255.16,388295.29,,,
RADIOLOGY,75741,26,476,31110.36,24226,,,
RADIOLOGY,75741,GLOBL,N/A,278.27999999999997,218.17,,,
RADIOLOGY,75741,TOTAL,478,31388.639999999999,24444.17,,,
RADIOLOGY,75743,26,1080,89280.31,69714.11,,,
RADIOLOGY,75743,GLOBL,N/A,1121.46,879.2,,,
RADIOLOGY,75743,TOTAL,1087,90401.77,70593.31,,,
RADIOLOGY,75746,26,158,8968.18,7032.07,,,
RADIOLOGY,75746,GLOBL,N/A,0,0,,,
RADIOLOGY,75746,TOTAL,158,8968.18,7032.07,,,
RADIOLOGY,75756,26,625,37236.99,28995,,,
RADIOLOGY,75756,TC,N/A,102.64,80.47,,,
RADIOLOGY,75756,GLOBL,97,13617.95,10676.34,,,
RADIOLOGY,75756,TOTAL,723,50957.58,39751.81,,,
RADIOLOGY,75774,26,60047,1100773.51,858535.4,,,
RADIOLOGY,75774,TC,142,9527.23,7469.14,,,
RADIOLOGY,75774,GLOBL,10155,904710.47,704665.22,,,
RADIOLOGY,75774,TOTAL,70344,2015011.21,1570669.76,,,
RADIOLOGY,75791,26,7624,615401.43999999994,477910.36,,,
RADIOLOGY,75791,TC,12,2832.66,2220.77,,,
RADIOLOGY,75791,GLOBL,9305,3016020.68,2343198.9,,,
RADIOLOGY,75791,TOTAL,16941,3634254.78,2823330.03,,,
RADIOLOGY,75801,26,111,4960.2299999999996,3846.41,,,
RADIOLOGY,75801,GLOBL,N/A,278.10000000000002,218.03,,,
RADIOLOGY,75801,TOTAL,112,5238.33,4064.44,,,
RADIOLOGY,75803,26,33,2087.7399999999998,1619.28,,,
RADIOLOGY,75803,GLOBL,N/A,0,0,,,
RADIOLOGY,75803,TOTAL,33,2087.7399999999998,1619.28,,,
RADIOLOGY,75805,26,39,1662.89,1303.3499999999999,,,
RADIOLOGY,75805,GLOBL,N/A,0,0,,,
RADIOLOGY,75805,TOTAL,39,1662.89,1303.3499999999999,,,
RADIOLOGY,75807,26,101,6279.79,4925.41,,,
RADIOLOGY,75807,TOTAL,101,6279.79,4925.41,,,
RADIOLOGY,75809,26,2489,59118.3,44570.59,,,
RADIOLOGY,75809,TC,88,7449.96,5783.53,,,
RADIOLOGY,75809,GLOBL,426,40368.32,29889.4,,,
RADIOLOGY,75809,TOTAL,3003,106936.58,80243.51999999999,,,
RADIOLOGY,75810,26,42,2608.64,2045.17,,,
RADIOLOGY,75810,GLOBL,N/A,75,58.8,,,
RADIOLOGY,75810,TOTAL,43,2683.64,2103.9699999999998,,,
RADIOLOGY,75820,26,23563,845490.56,656453.81000000006,,,
RADIOLOGY,75820,TC,48,4065.64,3187.51,,,
RADIOLOGY,75820,GLOBL,4763,558576.71,434755.86,,,
RADIOLOGY,75820,TOTAL,28374,1408132.91,1094397.18,,,
RADIOLOGY,75822,26,7625,408734.28,317504.90000000002,,,
RADIOLOGY,75822,TC,138,10726.14,8408.98,,,
RADIOLOGY,75822,GLOBL,2908,391830.23,303826.34999999998,,,
RADIOLOGY,75822,TOTAL,10671,811290.65,629740.23,,,
RADIOLOGY,75825,26,6708,388284.7,302101.87,,,
RADIOLOGY,75825,TC,33,2427.0700000000002,1902.8,,,
RADIOLOGY,75825,GLOBL,2202,310894.65999999997,241974.05,,,
RADIOLOGY,75825,TOTAL,8943,701606.42999999993,545978.72,,,
RADIOLOGY,75827,26,6308,360337.72,280466.02,,,
RADIOLOGY,75827,TC,38,2763.73,2132.36,,,
RADIOLOGY,75827,GLOBL,3063,433174.23,337255.36,,,
RADIOLOGY,75827,TOTAL,9409,796275.67999999993,619853.74,,,
RADIOLOGY,75831,26,389,21823.3,16995.62,,,
RADIOLOGY,75831,GLOBL,59,9011.83,7065.36,,,
RADIOLOGY,75831,TOTAL,448,30835.13,24060.98,,,
RADIOLOGY,75833,26,244,19158.009999999998,14927.8,,,
RADIOLOGY,75833,GLOBL,23,3909.9,3065.4,,,
RADIOLOGY,75833,TOTAL,267,23067.91,17993.2,,,
RADIOLOGY,75840,26,27,1587.68,1244.77,,,
RADIOLOGY,75840,TOTAL,27,1587.68,1244.77,,,
RADIOLOGY,75842,26,N/A,516.29999999999995,404.8,,,
RADIOLOGY,75842,TOTAL,N/A,516.29999999999995,404.8,,,
RADIOLOGY,75860,26,3069,177577.44,138892.71,,,
RADIOLOGY,75860,TC,N/A,0,0,,,
RADIOLOGY,75860,GLOBL,603,86144.8,66923.98,,,
RADIOLOGY,75860,TOTAL,3672,263722.23999999999,205816.69,,,
RADIOLOGY,75870,26,81,4758.8100000000004,3700.12,,,
RADIOLOGY,75870,TC,N/A,274.35000000000002,189.8,,,
RADIOLOGY,75870,GLOBL,N/A,321.97000000000003,252.43,,,
RADIOLOGY,75870,TOTAL,86,5355.130000000001,4142.3499999999995,,,
RADIOLOGY,75872,26,N/A,184.43,144.61000000000001,,,
