CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
"2013 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2575,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
RADIOLOGY,72128,TOTAL,123934,6611329.5800000001,5055117.4000000004,
RADIOLOGY,72129,26,13654,676859.7,521148.25,
RADIOLOGY,72129,TC,220,41271.449999999997,32368.33,
RADIOLOGY,72129,GLOBL,1128,287052.53000000003,219537.78,
RADIOLOGY,72129,TOTAL,15002,1005183.68,773054.36,
RADIOLOGY,72130,26,966,54826.69,42039.09,
RADIOLOGY,72130,TC,61,14295.36,11078.92,
RADIOLOGY,72130,GLOBL,303,93967.2,72527.31,
RADIOLOGY,72130,TOTAL,1330,163089.25,125645.32,
RADIOLOGY,72131,26,323073,13832551.199999999,10487197.17,
RADIOLOGY,72131,TC,13405,1899829.78,1444712.79,
RADIOLOGY,72131,GLOBL,51734,10426007.279999999,7957547.9000000004,
RADIOLOGY,72131,TOTAL,388212,26158388.260000002,19889457.859999999,
RADIOLOGY,72132,26,48496,2621825.27,2007219.48,
RADIOLOGY,72132,TC,1430,262914.31,204042.3,
RADIOLOGY,72132,GLOBL,7283,1777144.97,1362435.58,
RADIOLOGY,72132,TOTAL,57209,4661884.55,3573697.36,
RADIOLOGY,72133,26,3208,183267.01,140367.69,
RADIOLOGY,72133,TC,187,42272.99,32896.230000000003,
RADIOLOGY,72133,GLOBL,1270,380946.82,292134.44,
RADIOLOGY,72133,TOTAL,4665,606486.81999999995,465398.36,
RADIOLOGY,72141,26,337449,25514040.510000002,19306602.559999999,
RADIOLOGY,72141,TC,58264,15399723.439999999,11867489.01,
RADIOLOGY,72141,GLOBL,185503,66123882.100000001,50612805.829999998,
RADIOLOGY,72141,TOTAL,581216,107037646.05,81786897.400000006,
RADIOLOGY,72142,26,3275,273519.31,210332.67,
RADIOLOGY,72142,TC,376,105181.46,81018.09,
RADIOLOGY,72142,GLOBL,1060,453850.01,345757.46,
RADIOLOGY,72142,TOTAL,4711,832550.78,637108.22,
RADIOLOGY,72146,26,130468,9477095.1400000006,7268383.7400000002,
RADIOLOGY,72146,TC,17140,4992208.29,3870453.81,
RADIOLOGY,72146,GLOBL,54967,21173965.48,16332500.630000001,
RADIOLOGY,72146,TOTAL,202575,35643268.909999996,27471338.18,
RADIOLOGY,72147,26,2832,233746.68,180487.36,
RADIOLOGY,72147,TC,194,49065.37,37633.129999999997,
RADIOLOGY,72147,GLOBL,737,264921.03999999998,204809.48,
RADIOLOGY,72147,TOTAL,3763,547733.09,422929.97,
RADIOLOGY,72148,26,757188,52498633.380000003,39716548.979999997,
RADIOLOGY,72148,TC,150925,43903214.060000002,33889177.840000004,
RADIOLOGY,72148,GLOBL,433550,164750038.25999999,126446909.31,
RADIOLOGY,72148,TOTAL,1341663,261151885.69999999,200052636.13,
RADIOLOGY,72149,26,5227,422812.14,325297.81,
RADIOLOGY,72149,TC,390,142241.82999999999,110894.49,
RADIOLOGY,72149,GLOBL,1788,831903.27,640307.06999999995,
RADIOLOGY,72149,TOTAL,7405,1396957.24,1076499.3700000001,
RADIOLOGY,72156,26,80107,9822486.6099999994,7492274.2400000002,
RADIOLOGY,72156,TC,7413,2745944.16,2121453.81,
RADIOLOGY,72156,GLOBL,25878,13356525.48,10233650.26,
RADIOLOGY,72156,TOTAL,113398,25924956.25,19847378.309999999,
RADIOLOGY,72157,26,63909,7461364.4299999997,5750134.6399999997,
RADIOLOGY,72157,TC,4235,1213095.67,936830.58,
RADIOLOGY,72157,GLOBL,15510,6640834.2699999996,5109093.7699999996,
RADIOLOGY,72157,TOTAL,83654,15315294.369999999,11796058.99,
RADIOLOGY,72158,26,192237,21030164.129999999,16023143.300000001,
RADIOLOGY,72158,TC,22289,9232290.1099999994,7150502.21,
RADIOLOGY,72158,GLOBL,70129,38284776.799999997,29477519.809999999,
RADIOLOGY,72158,TOTAL,284655,68547231.040000007,52651165.32,
RADIOLOGY,72159,26,78,6345.01,4854.08,
RADIOLOGY,72159,TC,N/A,2264.89,1775.66,
RADIOLOGY,72159,GLOBL,16,6471.48,5093.2700000000004,
RADIOLOGY,72159,TOTAL,100,15081.38,11723.01,
RADIOLOGY,72170,26,1140520.1000000001,10471646.49,7786167.6299999999,
RADIOLOGY,72170,TC,59932,1205944.0900000001,877738.18,
RADIOLOGY,72170,GLOBL,677308.1,20025605.879999999,14746186.810000001,
RADIOLOGY,72170,TOTAL,1877760.2,31703196.460000001,23410092.620000001,
RADIOLOGY,72190,26,38226,429901.51,320495.17,
RADIOLOGY,72190,TC,2531,82246.28,59962.15,
RADIOLOGY,72190,GLOBL,27042,1190647.58,872280.11,
RADIOLOGY,72190,TOTAL,67799,1702795.37,1252737.43,
RADIOLOGY,72191,26,2308,199935.96,153644.57999999999,
RADIOLOGY,72191,TC,202,61341.29,47820.27,
RADIOLOGY,72191,GLOBL,518,210669.22,164568.51,
RADIOLOGY,72191,TOTAL,3028,471946.47,366033.36,
RADIOLOGY,72192,26,128781,6628094,5033952.46,
RADIOLOGY,72192,TC,3388,349628.96,265767.71000000002,
RADIOLOGY,72192,GLOBL,10795,1795880.04,1372530.18,
RADIOLOGY,72192,TOTAL,142964,8773603,6672250.3499999996,
RADIOLOGY,72193,26,30480,1631982.73,1231427.6599999999,
RADIOLOGY,72193,TC,1459,302635.36,232149.21,
RADIOLOGY,72193,GLOBL,4275,1191659.3600000001,912213.94,
RADIOLOGY,72193,TOTAL,36214,3126277.45,2375790.81,
RADIOLOGY,72194,26,4455,255786.47,193525.79,
RADIOLOGY,72194,TC,497,118216.4,90511.7,
RADIOLOGY,72194,GLOBL,1826,559018.84,429572.22,
RADIOLOGY,72194,TOTAL,6778,933021.71,713609.71,
RADIOLOGY,72195,26,48489,3190714.1,2441197.89,
RADIOLOGY,72195,TC,7702,2491492.73,1936486.08,
RADIOLOGY,72195,GLOBL,22995,9529920.1899999995,7383736.6600000001,
RADIOLOGY,72195,TOTAL,79186,15212127.02,11761420.630000001,
RADIOLOGY,72196,26,1843,146709.23000000001,111774.04,
RADIOLOGY,72196,TC,67,21579.01,16723.36,
RADIOLOGY,72196,GLOBL,718,330273.96999999997,255109.34,
RADIOLOGY,72196,TOTAL,2628,498562.21,383606.74,
RADIOLOGY,72197,26,54836,5854235.9699999997,4471846.1399999997,
RADIOLOGY,72197,TC,4377,1791668.25,1391221.69,
RADIOLOGY,72197,GLOBL,24408,13536666.619999999,10484097.76,
RADIOLOGY,72197,TOTAL,83621,21182570.84,16347165.59,
RADIOLOGY,72198,26,2766,203309.93,155753.57,
RADIOLOGY,72198,TC,188,51805.599999999999,40636.39,
RADIOLOGY,72198,GLOBL,1155,425349.22,331575.19,
RADIOLOGY,72198,TOTAL,4109,680464.75,527965.15,
RADIOLOGY,72200,26,8816,74711.039999999994,54858.239999999998,
RADIOLOGY,72200,TC,1562,33262.97,24397.71,
RADIOLOGY,72200,GLOBL,5904,177756.17,132395.85999999999,
RADIOLOGY,72200,TOTAL,16282,285730.18,211651.81,
RADIOLOGY,72202,26,17917,164547.76999999999,119621.87,
RADIOLOGY,72202,TC,2616,67146.399999999994,48052.2,
RADIOLOGY,72202,GLOBL,10248,373727.98,274078.45,
RADIOLOGY,72202,TOTAL,30781,605422.15,441752.52,
RADIOLOGY,72220,26,87560,743835.69,546866.23,
RADIOLOGY,72220,TC,10701,223742.79,164699.18,
RADIOLOGY,72220,GLOBL,33600,1008583.05,739061.51,
RADIOLOGY,72220,TOTAL,131861,1976161.53,1450626.92,
RADIOLOGY,72240,26,6599,277503.89,212341.21,
RADIOLOGY,72240,TC,116,9536.59,7305.36,
RADIOLOGY,72240,GLOBL,1465,188272.79,144157.13,
RADIOLOGY,72240,TOTAL,8180,475313.27,363803.7,
RADIOLOGY,72255,26,641,27642.21,21325.85,
RADIOLOGY,72255,TC,N/A,482.46,378.24,
RADIOLOGY,72255,GLOBL,197,24934.17,18981.3,
RADIOLOGY,72255,TOTAL,844,53058.84,40685.39,
RADIOLOGY,72265,26,28812,1119266.49,861756.35,
RADIOLOGY,72265,TC,606,50741.73,39248.93,
RADIOLOGY,72265,GLOBL,6109,776764.95,598206.68000000005,
RADIOLOGY,72265,TOTAL,35527,1946773.17,1499211.96,
RADIOLOGY,72270,26,7833,484887.53,373241.66,
RADIOLOGY,72270,TC,131,16651.310000000001,12838.45,
RADIOLOGY,72270,GLOBL,1693,329186.24,251683.5,
RADIOLOGY,72270,TOTAL,9657,830725.08,637763.61,
RADIOLOGY,72275,26,41313,1637996.74,1267017.56,
RADIOLOGY,72275,TC,161,13383.6,10278.790000000001,
RADIOLOGY,72275,GLOBL,49232,6079595.46,4718484.3899999997,
RADIOLOGY,72275,TOTAL,90706,7730975.7999999998,5995780.7400000002,
RADIOLOGY,72285,26,601,35117.86,27212.11,
RADIOLOGY,72285,TC,21,1168.18,916.91,
RADIOLOGY,72285,GLOBL,446,51689.599999999999,38857.78,
RADIOLOGY,72285,TOTAL,1068,87975.64,66986.8,
RADIOLOGY,72291,26,56817.5,3980626.97,3124043.91,
RADIOLOGY,72291,TC,23,2020.92,1508.59,
RADIOLOGY,72291,GLOBL,4946,755283.68,593022.76,
RADIOLOGY,72291,TOTAL,61786.5,4737931.57,3718575.26,
RADIOLOGY,72292,26,902,65157.31,50968.79,
RADIOLOGY,72292,GLOBL,14,2403.8200000000002,1893.3,
RADIOLOGY,72292,TOTAL,916,67561.13,52862.09,
RADIOLOGY,72295,26,5879,246631.76,189743.64,
RADIOLOGY,72295,TC,46,2717.29,2135.7600000000002,
RADIOLOGY,72295,GLOBL,4642,464168.86,357524.07,
RADIOLOGY,72295,TOTAL,10567,713517.91,549403.47,
RADIOLOGY,73000,26,47251,384830.25,280696.48,
RADIOLOGY,73000,TC,5998,126688.58,91420.06,
RADIOLOGY,73000,GLOBL,41331,1218811.18,890456.04,
RADIOLOGY,73000,TOTAL,94580,1730330.01,1262572.58,
RADIOLOGY,73010,26,18728,177767.34,130740.68,
RADIOLOGY,73010,TC,2661,60621.91,44792.89,
RADIOLOGY,73010,GLOBL,30481,1005112.61,748387.06,
RADIOLOGY,73010,TOTAL,51870,1243501.8600000001,923920.63,
RADIOLOGY,73020,26,84425,629702.35,470344.24,
RADIOLOGY,73020,TC,3774,60326.62,43402.42,
RADIOLOGY,73020,GLOBL,48814,1164668.78,863265.05,
RADIOLOGY,73020,TOTAL,137013,1854697.75,1377011.71,
RADIOLOGY,73030,26,1178524,11572823.76,8394057.7400000002,
RADIOLOGY,73030,TC,149188.5,3191076.06,2275332.71,
RADIOLOGY,73030,GLOBL,1159415.5,36707815.590000004,26808522.170000002,
RADIOLOGY,73030,TOTAL,2487128,51471715.409999996,37477912.619999997,
RADIOLOGY,73040,26,9209,244326.79,185628.84,
RADIOLOGY,73040,TC,741,58030.37,44508.3,
RADIOLOGY,73040,GLOBL,6970,777258.8,601236.99,
RADIOLOGY,73040,TOTAL,16920,1079615.96,831374.13,
RADIOLOGY,73050,26,2902,31491.67,22558.23,
RADIOLOGY,73050,TC,659,19290.419999999998,13953.53,
RADIOLOGY,73050,GLOBL,8069,328733.64,245649.31,
RADIOLOGY,73050,TOTAL,11630,379515.73,282161.07,
RADIOLOGY,73060,26,248440,2113751.61,1564669.77,
RADIOLOGY,73060,TC,21479,446943.09,330418.34999999998,
RADIOLOGY,73060,GLOBL,101485,2987891.49,2201958,
RADIOLOGY,73060,TOTAL,371404,5548586.1900000004,4097046.12,
RADIOLOGY,73070,26,121360,942290.89,699693.92,
RADIOLOGY,73070,TC,14883,312580.53000000003,230431.7,
RADIOLOGY,73070,GLOBL,107022.5,3083864.99,2263953.84,
RADIOLOGY,73070,TOTAL,243265.5,4338736.41,3194079.46,
RADIOLOGY,73080,26,223824,1909709.69,1393088.49,
RADIOLOGY,73080,TC,17014,432468.45,310062.25,
RADIOLOGY,73080,GLOBL,104214.5,3623810.7,2646508.2400000002,
RADIOLOGY,73080,TOTAL,345052.5,5965988.8399999999,4349658.9800000004,
RADIOLOGY,73085,26,37,1057.79,811,
RADIOLOGY,73085,TC,N/A,431.15,339.13,
RADIOLOGY,73085,GLOBL,115,12380.3,9615.0499999999993,
RADIOLOGY,73085,TOTAL,158,13869.24,10765.18,
RADIOLOGY,73090,26,171911,1401832.71,1033636.33,
RADIOLOGY,73090,TC,15196,306740.09999999998,228042.25,
RADIOLOGY,73090,GLOBL,52300,1487137.36,1096642.04,
RADIOLOGY,73090,TOTAL,239407,3195710.17,2358320.62,
RADIOLOGY,73092,26,11,89.47,70.680000000000007,
RADIOLOGY,73092,TC,N/A,102.49,61.3,
RADIOLOGY,73092,GLOBL,15,526.64,386.36,
RADIOLOGY,73092,TOTAL,30,718.6,518.34,
RADIOLOGY,73100,26,120451,1095720.55,816395.52,
RADIOLOGY,73100,TC,18140,424553.31,314378.34999999998,
RADIOLOGY,73100,GLOBL,208307,6791919.7599999998,5033256.28,
RADIOLOGY,73100,TOTAL,346898,8312193.6200000001,6164030.1500000004,
RADIOLOGY,73110,26,523855,4458056,3239166.2,
RADIOLOGY,73110,TC,58587,1729718.16,1250781.73,
RADIOLOGY,73110,GLOBL,410386,16006397.48,11785749.039999999,
RADIOLOGY,73110,TOTAL,992828,22194171.640000001,16275696.970000001,
RADIOLOGY,73115,26,472,13144.51,10088.14,
RADIOLOGY,73115,TC,31,2632.54,1887.58,
RADIOLOGY,73115,GLOBL,570,64864.4,49787.87,
RADIOLOGY,73115,TOTAL,1073,80641.45,61763.59,
RADIOLOGY,73120,26,103866,850716.16000000003,623526.54,
RADIOLOGY,73120,TC,24545,492960.74,360547.58,
RADIOLOGY,73120,GLOBL,153631.5,4378010.54,3227763.19,
RADIOLOGY,73120,TOTAL,282042.5,5721687.4400000004,4211837.3099999996,
RADIOLOGY,73130,26,580128.5,4950926.22,3566412.96,
RADIOLOGY,73130,TC,69150.5,1688984.07,1215887.55,
RADIOLOGY,73130,GLOBL,421614,14326173.73,10466520.01,
RADIOLOGY,73130,TOTAL,1070893,20966084.02,15248820.52,
RADIOLOGY,73140,26,146902,994602.62,702769.12,
RADIOLOGY,73140,TC,20920,568576.53,398484.42,
RADIOLOGY,73140,GLOBL,194745,6718452.9699999997,4882919.72,
RADIOLOGY,73140,TOTAL,362567,8281632.1200000001,5984173.2599999998,
RADIOLOGY,73200,26,66190,3114127.94,2356485.41,
RADIOLOGY,73200,TC,3280,481617.5,367216.98,
RADIOLOGY,73200,GLOBL,14869,3085633.84,2354290.94,
RADIOLOGY,73200,TOTAL,84339,6681379.2800000003,5077993.33,
RADIOLOGY,73201,26,10669,577875.55000000005,440002.39,
RADIOLOGY,73201,TC,546,101680.67,78692.92,
RADIOLOGY,73201,GLOBL,2631,666445.55000000005,513492.84,
RADIOLOGY,73201,TOTAL,13846,1346001.77,1032188.15,
RADIOLOGY,73202,26,1199,68415.990000000005,52369.13,
RADIOLOGY,73202,TC,87,21889.84,16863.16,
RADIOLOGY,73202,GLOBL,614,201336.41,155401.54999999999,
RADIOLOGY,73202,TOTAL,1900,291642.23999999999,224633.84,
RADIOLOGY,73206,26,3114,254080.87,195613.61,
RADIOLOGY,73206,TC,127,32718.1,25535.96,
RADIOLOGY,73206,GLOBL,305,103716.22,80210.38,
RADIOLOGY,73206,TOTAL,3546,390515.19,301359.95,
RADIOLOGY,73218,26,17526,1062512.95,808916.01,
RADIOLOGY,73218,TC,6566,2061238.73,1596810.91,
RADIOLOGY,73218,GLOBL,10934,4478231.6399999997,3443507.84,
RADIOLOGY,73218,TOTAL,35026,7601983.3200000003,5849234.7599999998,
RADIOLOGY,73219,26,283,21836.23,16422.099999999999,
RADIOLOGY,73219,TC,24,9158.2999999999993,7204.11,
RADIOLOGY,73219,GLOBL,86,41300.5,31934.53,
RADIOLOGY,73219,TOTAL,393,72295.03,55560.74,
RADIOLOGY,73220,26,8435,861250.71,651724.49,
RADIOLOGY,73220,TC,1036,467625.33,360780.74,
RADIOLOGY,73220,GLOBL,3327,1944428.97,1500053.09,
RADIOLOGY,73220,TOTAL,12798,3273305.01,2512558.3199999998,
RADIOLOGY,73221,26,248555,16151015.73,12151047.439999999,
RADIOLOGY,73221,TC,72954,14636622.109999999,11168943.449999999,
RADIOLOGY,73221,GLOBL,168721,46964170.509999998,35728519.950000003,
RADIOLOGY,73221,TOTAL,490230,77751808.349999994,59048510.840000004,
RADIOLOGY,73222,26,13750,1064471.56,803703.94,
RADIOLOGY,73222,TC,2927,1036130.97,802672.18,
RADIOLOGY,73222,GLOBL,6925,3084862.95,2367031.67,
RADIOLOGY,73222,TOTAL,23602,5185465.4800000004,3973407.79,
RADIOLOGY,73223,26,9482,962958.09,733588.55,
RADIOLOGY,73223,TC,1249,502863,389429.28,
RADIOLOGY,73223,GLOBL,4721,2528658.5,1954051.27,
RADIOLOGY,73223,TOTAL,15452,3994479.59,3077069.1,
RADIOLOGY,73225,26,108,8314.76,6241.05,
RADIOLOGY,73225,TC,N/A,1580.9,1239.42,
RADIOLOGY,73225,GLOBL,41,18717.599999999999,14531.08,
RADIOLOGY,73225,TOTAL,153,28613.26,22011.55,
RADIOLOGY,73500,26,278590,2634468.1,1973831.1,
RADIOLOGY,73500,TC,15601,287567.76,206116.51,
RADIOLOGY,73500,GLOBL,233871,6555055.71,4813917.75,
RADIOLOGY,73500,TOTAL,528062,9477091.5700000003,6993865.3600000003,
RADIOLOGY,73510,26,1564808,17479593.66,12907580.609999999,
RADIOLOGY,73510,TC,155703,4443442.0999999996,3209839.91,
RADIOLOGY,73510,GLOBL,915398.5,36861332.090000004,26758345.039999999,
RADIOLOGY,73510,TOTAL,2635909.5,58784367.850000001,42875765.560000002,
RADIOLOGY,73520,26,207202,2793703.97,2045197.19,
RADIOLOGY,73520,TC,27435,772649.65,558277.54,
RADIOLOGY,73520,GLOBL,162693,6882045.3300000001,4971144.42,
RADIOLOGY,73520,TOTAL,397330,10448398.949999999,7574619.1500000004,
RADIOLOGY,73525,26,6516,187080.58,142950.54,
RADIOLOGY,73525,TC,436,35789.89,27677.57,
RADIOLOGY,73525,GLOBL,7084,789774.31,612684.68000000005,
RADIOLOGY,73525,TOTAL,14036,1012644.78,783312.79,
RADIOLOGY,73530,26,75352,1080733.95,828262.04,
RADIOLOGY,73530,TC,19,333.55,248.08,
RADIOLOGY,73530,GLOBL,267,7909.07,5766.46,
RADIOLOGY,73530,TOTAL,75638,1088976.57,834276.58,
RADIOLOGY,73540,26,149,1649.93,1266.69,
RADIOLOGY,73540,TC,N/A,309.41000000000003,150.11000000000001,
RADIOLOGY,73540,GLOBL,114,5315.15,3919.77,
RADIOLOGY,73540,TOTAL,272,7274.49,5336.57,
RADIOLOGY,73542,TC,N/A,0,0,
RADIOLOGY,73542,TOTAL,N/A,0,0,
RADIOLOGY,73550,26,411283,3779105.98,2834950.64,
RADIOLOGY,73550,TC,25551,511744.22,382301.67,
RADIOLOGY,73550,GLOBL,142055,4168644.95,3070287.08,
RADIOLOGY,73550,TOTAL,578889,8459495.1500000004,6287539.3899999997,
RADIOLOGY,73560,26,935253.7,8860564.7200000007,6556020.29,
RADIOLOGY,73560,TC,118743,2634032.64,1898712.72,
RADIOLOGY,73560,GLOBL,1062313,33904667.280000001,24822264.969999999,
RADIOLOGY,73560,TOTAL,2116309.7000000002,45399264.640000001,33276997.98,
RADIOLOGY,73562,26,812383.2,8019796.9199999999,5780590.6200000001,
RADIOLOGY,73562,TC,113407,3249466.65,2306557.9900000002,
RADIOLOGY,73562,GLOBL,1184869,46105073.310000002,33527961.41,
RADIOLOGY,73562,TOTAL,2110659.2000000002,57374336.880000003,41615110.020000003,
RADIOLOGY,73564,26,563527,6762499.0999999996,4852143.08,
RADIOLOGY,73564,TC,53762,1785525.57,1262085.8899999999,
RADIOLOGY,73564,GLOBL,599756.30000000005,27369895.5,19988054.890000001,
RADIOLOGY,73564,TOTAL,1217045.3,35917920.170000002,26102283.859999999,
RADIOLOGY,73565,26,52403,504013.32,362606.79,
RADIOLOGY,73565,TC,16657,443056.77,317182.82,
RADIOLOGY,73565,GLOBL,278946,10184067.27,7509821.8799999999,
RADIOLOGY,73565,TOTAL,348006,11131137.359999999,8189611.4900000002,
RADIOLOGY,73580,26,1661,48071.77,37047.81,
RADIOLOGY,73580,TC,204,21462.77,16636.650000000001,
RADIOLOGY,73580,GLOBL,29816,4163915.88,3236992.34,
RADIOLOGY,73580,TOTAL,31681,4233450.42,3290676.8,
RADIOLOGY,73590,26,356836,3042245.97,2246893.61,
RADIOLOGY,73590,TC,27587,538123.14,396148.27,
RADIOLOGY,73590,GLOBL,122734,3468235.17,2543473.81,
RADIOLOGY,73590,TOTAL,507157,7048604.2800000003,5186515.6900000004,
RADIOLOGY,73592,26,14,113.31,83.7,
RADIOLOGY,73592,TC,N/A,59.96,32.51,
RADIOLOGY,73592,GLOBL,N/A,282.48,222.79,
RADIOLOGY,73592,TOTAL,27,455.75,339,
RADIOLOGY,73600,26,117179,959065.81,716501.21,
RADIOLOGY,73600,TC,14317,305248.49,226877.73,
RADIOLOGY,73600,GLOBL,135048,3999140.38,2949917.46,
RADIOLOGY,73600,TOTAL,266544,5263454.68,3893296.4,
RADIOLOGY,73610,26,669469.30000000005,5684734.2599999998,4137451.69,
RADIOLOGY,73610,TC,71281,1793747.61,1290228.6100000001,
RADIOLOGY,73610,GLOBL,523713,17972036.300000001,13108974.560000001,
RADIOLOGY,73610,TOTAL,1264463.3,25450518.170000002,18536654.859999999,
RADIOLOGY,73615,26,147,4163.8900000000003,3134.22,
RADIOLOGY,73615,TC,24,1885.12,1424.59,
RADIOLOGY,73615,GLOBL,1182,109329.19,84578.64,
RADIOLOGY,73615,TOTAL,1353,115378.2,89137.45,
RADIOLOGY,73620,26,158098,1190917.82,886819.33,
RADIOLOGY,73620,TC,29318.5,603913.24,443240.75,
RADIOLOGY,73620,GLOBL,590698,16984308.149999999,12483085.77,
RADIOLOGY,73620,TOTAL,778114.5,18779139.210000001,13813145.85,
RADIOLOGY,73630,26,971528.2,7953400.2400000002,5785288.2300000004,
RADIOLOGY,73630,TC,123642,2911854.34,2087430.69,
RADIOLOGY,73630,GLOBL,1394750,45446528.25,33184156,
RADIOLOGY,73630,TOTAL,2489920.2000000002,56311782.829999998,41056874.920000002,
RADIOLOGY,73650,26,41419,324236.15999999997,234885.26,
RADIOLOGY,73650,TC,7134,150724.24,106517.93,
RADIOLOGY,73650,GLOBL,61299,1784522.65,1283039.23,
RADIOLOGY,73650,TOTAL,109852,2259483.0499999998,1624442.42,
RADIOLOGY,73660,26,66064,426160.95,309243.40000000002,
RADIOLOGY,73660,TC,9781,236910.99,169529.34,
RADIOLOGY,73660,GLOBL,46503,1454941.34,1050895.05,
RADIOLOGY,73660,TOTAL,122348,2118013.2799999998,1529667.79,
RADIOLOGY,73700,26,188750,8814861.2300000004,6682188.9400000004,
RADIOLOGY,73700,TC,6091,903099.75,687598.96,
RADIOLOGY,73700,GLOBL,27342,5698581.7199999997,4347254.91,
RADIOLOGY,73700,TOTAL,222183,15416542.699999999,11717042.810000001,
RADIOLOGY,73701,26,30520,1537415.35,1182731.53,
RADIOLOGY,73701,TC,482,82433.649999999994,63660.59,
RADIOLOGY,73701,GLOBL,1880,461677.81,354962.15,
RADIOLOGY,73701,TOTAL,32882,2081526.81,1601354.27,
RADIOLOGY,73702,26,3028,167591.43,128045.73,
RADIOLOGY,73702,TC,138,34280.93,26427.94,
RADIOLOGY,73702,GLOBL,1249,407576.03,316640.69,
RADIOLOGY,73702,TOTAL,4415,609448.39,471114.36,
RADIOLOGY,73706,26,11874,980252.42,757981.1,
RADIOLOGY,73706,TC,760,194044.39,150701.62,
RADIOLOGY,73706,GLOBL,1376,561910.09,436769.82,
RADIOLOGY,73706,TOTAL,14010,1736206.9,1345452.54,
RADIOLOGY,73718,26,72519,4546230.84,3474506.86,
RADIOLOGY,73718,TC,11048,3605818.11,2790109.87,
RADIOLOGY,73718,GLOBL,39602,16319974.24,12564231.59,
RADIOLOGY,73718,TOTAL,123169,24472023.190000001,18828848.32,
RADIOLOGY,73719,26,1320,101260.01,77620.539999999994,
RADIOLOGY,73719,TC,50,19145.86,14932.83,
RADIOLOGY,73719,GLOBL,252,121904.81,94623.32,
RADIOLOGY,73719,TOTAL,1622,242310.68,187176.69,
RADIOLOGY,73720,26,40625,4107267.78,3131434.84,
RADIOLOGY,73720,TC,2256,1035065.08,802136.44,
RADIOLOGY,73720,GLOBL,10387,6194946.9500000002,4778094.0199999996,
RADIOLOGY,73720,TOTAL,53268,11337279.810000001,8711665.3000000007,
RADIOLOGY,73721,26,362115.3,23447225.800000001,17697727.300000001,
RADIOLOGY,73721,TC,97270,19613211.399999999,14971979.880000001,
RADIOLOGY,73721,GLOBL,250406,69355296.530000001,52799644.450000003,
RADIOLOGY,73721,TOTAL,709791.3,112415733.73,85469351.629999995,
RADIOLOGY,73722,26,3986,311372.33,236497.25,
RADIOLOGY,73722,TC,713,262877.87,203384.73,
RADIOLOGY,73722,GLOBL,2160,983808.16,756971.75,
RADIOLOGY,73722,TOTAL,6859,1558058.36,1196853.73,
RADIOLOGY,73723,26,18935,1911790.35,1464154.75,
RADIOLOGY,73723,TC,1470,576669.49,445260.01,
RADIOLOGY,73723,GLOBL,6298,3316765.03,2563444.2400000002,
RADIOLOGY,73723,TOTAL,26703,5805224.8700000001,4472859,
RADIOLOGY,73725,26,11501,921817.71,711762.32,
RADIOLOGY,73725,TC,777,247536.91,193560.03,
RADIOLOGY,73725,GLOBL,5130,2219253.21,1733281.85,
RADIOLOGY,73725,TOTAL,17408,3388607.83,2638604.2000000002,
RADIOLOGY,74000,26,1779634,15748170.029999999,11987922.59,
RADIOLOGY,74000,TC,86110,1333731.3700000001,984870.40000000002,
RADIOLOGY,74000,GLOBL,270351,6594723.6799999997,4796391.76,
RADIOLOGY,74000,TOTAL,2136095,23676625.079999998,17769184.75,
RADIOLOGY,74010,26,30160,340626.04,255859.31,
RADIOLOGY,74010,TC,4306,118245.45,87189.54,
RADIOLOGY,74010,GLOBL,13339,514897.22,376289.32,
RADIOLOGY,74010,TOTAL,47805,973768.71,719338.17,
RADIOLOGY,74020,26,655813,8464628.75,6358598.7400000002,
RADIOLOGY,74020,TC,19967,538534.04,382979.12,
RADIOLOGY,74020,GLOBL,47073,1915478.93,1376138.24,
RADIOLOGY,74020,TOTAL,722853,10918641.720000001,8117716.0999999996,
RADIOLOGY,74022,26,663142,10081198.27,7524569.75,
RADIOLOGY,74022,TC,9836,317481.98,226796.21,
RADIOLOGY,74022,GLOBL,23230,1127874.57,816026.05,
RADIOLOGY,74022,TOTAL,696208,11526554.82,8567392.0099999998,
RADIOLOGY,74150,26,85397,4858110.1900000004,3676541.5,
RADIOLOGY,74150,TC,6399,656547.49,494935.37,
RADIOLOGY,74150,GLOBL,19517,3401284.58,2561885.91,
RADIOLOGY,74150,TOTAL,111313,8915942.2599999998,6733362.7800000003,
RADIOLOGY,74160,26,122176,7378512.2699999996,5519812.4800000004,
RADIOLOGY,74160,TC,10586,2203330.89,1686773.23,
RADIOLOGY,74160,GLOBL,20154,5740526.9400000004,4383402.74,
RADIOLOGY,74160,TOTAL,152916,15322370.1,11589988.449999999,
RADIOLOGY,74170,26,84756,5692247.5499999998,4254762.37,
RADIOLOGY,74170,TC,10857,2641814.06,2010904.85,
RADIOLOGY,74170,GLOBL,30068,9984628.2599999998,7639016.54,
RADIOLOGY,74170,TOTAL,125681,18318689.870000001,13904683.76,
RADIOLOGY,74174,26,129297,13661384.960000001,10360017.449999999,
RADIOLOGY,74174,TC,5199,1974507.05,1520881.88,
