CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
"2013 Part B National Summary Data File
Code Range: 16) Procedures/Professional Services (G0000 - G9999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1616,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
PROCEDURES/PROFESSIONAL SERVICES,G8410,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8415,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8415,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8416,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8416,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8417,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8417,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8418,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8418,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8419,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8419,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8420,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8420,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8420,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8421,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8421,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8422,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8422,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8427,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8428,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8428,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8429,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8429,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8430,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8430,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8431,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8431,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8432,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8432,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8433,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8433,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8434,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8434,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8437,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8437,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8438,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8438,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8439,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8439,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8440,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8440,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8441,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8441,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8442,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8442,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8443,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8443,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8445,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8445,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8446,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8446,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8447,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8447,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8448,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8448,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8450,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8450,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8451,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8451,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8452,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8452,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8454,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8454,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8458,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8458,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8459,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8459,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8460,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8460,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8461,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8461,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8462,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8462,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8463,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8463,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8464,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8464,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8465,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8465,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8472,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8472,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8473,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8473,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8474,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8474,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8475,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8475,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8476,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8476,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8477,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8477,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8478,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8478,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8482,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8482,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8483,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8483,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8484,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8484,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8485,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8485,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8486,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8486,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8487,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8487,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8489,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8489,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8490,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8490,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8491,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8491,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8492,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8492,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8493,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8493,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8494,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8494,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8495,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8495,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8496,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8496,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8497,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8497,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8498,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8498,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8499,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8499,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8500,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8500,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8501,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8501,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8502,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8502,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8504,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8504,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8506,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8506,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8507,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8507,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8509,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8509,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8510,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8510,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8511,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8511,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8512,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8512,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8519,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8519,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8522,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8522,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8524,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8524,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8527,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8527,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8529,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8529,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8530,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8530,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8531,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8531,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8532,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8532,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8533,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8533,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8535,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8535,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8536,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8536,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8537,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8537,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8538,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8538,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8539,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8539,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8540,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8540,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8541,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8541,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8542,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8542,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8543,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8543,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8544,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8544,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8545,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8545,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8547,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8547,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8548,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8548,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8549,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8549,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8550,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8550,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8551,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8551,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8552,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8552,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8553,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8553,TC,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8553,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8553,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8556,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8556,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8557,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8557,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8558,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8558,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8559,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8559,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8560,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8560,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8561,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8561,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8562,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8562,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8563,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8563,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8564,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8564,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8565,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8565,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8566,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8566,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8567,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8567,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8568,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8568,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8569,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8569,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8570,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8570,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8571,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8571,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8572,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8572,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8573,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8573,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8574,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8574,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8575,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8575,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8576,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8576,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8577,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8577,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8578,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8578,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8579,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8579,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8580,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8580,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8581,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8581,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8582,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8582,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8583,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8583,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8584,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8584,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8585,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8585,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8586,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8586,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8587,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8587,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8588,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8588,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8588,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8589,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8589,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8590,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8590,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8591,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8591,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8592,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8592,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8593,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8593,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8594,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8594,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8595,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8595,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8596,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8596,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8597,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8597,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8598,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8598,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8599,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8599,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8600,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8600,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8601,26,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8601,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8601,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8602,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8602,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8603,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8603,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8605,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8605,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8606,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8606,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8609,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8609,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8611,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8611,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8612,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8612,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8613,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8613,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8614,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8614,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8615,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8615,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8616,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8616,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8617,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8617,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8618,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8618,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8619,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8619,TOTAL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8620,GLOBL,N/A,0,0,
PROCEDURES/PROFESSIONAL SERVICES,G8620,TOTAL,N/A,0,0,
