CPT only copyright 2013 American Medical Association. All rights reserved.,,,,,,
"2013 Part B National Summary Data File
Code Range: 01) Anesthesia (00000 - 09999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-1603,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,
ANESTHESIA,00600,OTHER,7691,1775378.1,1385973.87,
ANESTHESIA,00600,TOTAL,22206,7027612.4699999997,5473142.29,
ANESTHESIA,00604,AA,128,67473.73,52042.36,
ANESTHESIA,00604,AD,N/A,170.32,133.53,
ANESTHESIA,00604,QK,167,48016.78,37270.1,
ANESTHESIA,00604,QZ,47,26170.15,20618.87,
ANESTHESIA,00604,OTHER,189,53460.59,41495.75,
ANESTHESIA,00604,TOTAL,533,195291.57,151560.60999999999,
ANESTHESIA,00620,AA,3446,1527723.98,1190306.3,
ANESTHESIA,00620,AD,36,4168.6499999999996,3217.82,
ANESTHESIA,00620,QK,3083,717425.88,558231.56000000006,
ANESTHESIA,00620,QZ,1457,602738.84,470925.16,
ANESTHESIA,00620,OTHER,3697,839147.4,655130.91,
ANESTHESIA,00620,TOTAL,11719,3691204.75,2877811.75,
ANESTHESIA,00622,AA,N/A,2051.34,1608.25,
ANESTHESIA,00622,QZ,N/A,1210.1500000000001,956.67,
ANESTHESIA,00622,OTHER,N/A,194.38,152.38999999999999,
ANESTHESIA,00622,TOTAL,N/A,3455.87,2717.31,
ANESTHESIA,00625,AA,123,97832.4,76469.710000000006,
ANESTHESIA,00625,AD,N/A,236.75,188.3,
ANESTHESIA,00625,QK,121,48348,37789.06,
ANESTHESIA,00625,QZ,32,18901.669999999998,14890.82,
ANESTHESIA,00625,OTHER,174,62872.99,49460.66,
ANESTHESIA,00625,TOTAL,453,228191.81,178798.55,
ANESTHESIA,00626,AA,104,93125.81,73307.92,
ANESTHESIA,00626,AD,N/A,158.68,125.41,
ANESTHESIA,00626,QK,65,29004.48,22863.99,
ANESTHESIA,00626,QZ,27,21777.87,17196.93,
ANESTHESIA,00626,OTHER,90,36162.65,28269.25,
ANESTHESIA,00626,TOTAL,288,180229.49,141763.5,
ANESTHESIA,00630,AA,35651,13261836.07,10323507.789999999,
ANESTHESIA,00630,AD,658,58291.08,44986.38,
ANESTHESIA,00630,QK,36032,7022263.3099999996,5457491.1500000004,
ANESTHESIA,00630,QZ,23720,8123906.1200000001,6328910.4900000002,
ANESTHESIA,00630,OTHER,44332,8489865.9399999995,6632105,
ANESTHESIA,00630,TOTAL,140393,36956162.520000003,28787000.809999999,
ANESTHESIA,00632,AA,21,6584.35,5173.72,
ANESTHESIA,00632,AD,N/A,63,49.39,
ANESTHESIA,00632,QK,11,1514.38,1191.43,
ANESTHESIA,00632,QZ,24,6112.7,4813.6099999999997,
ANESTHESIA,00632,OTHER,27,3763.49,2969.07,
ANESTHESIA,00632,TOTAL,84,18037.919999999998,14197.22,
ANESTHESIA,00634,OTHER,N/A,114.94,90.11,
ANESTHESIA,00634,TOTAL,N/A,114.94,90.11,
ANESTHESIA,00635,AA,885,145564.47,113139.22,
ANESTHESIA,00635,AD,N/A,282.25,221.28,
ANESTHESIA,00635,QK,504,44164.78,33991.89,
ANESTHESIA,00635,QZ,1124,205504.93,159870.6,
ANESTHESIA,00635,OTHER,777,65942.17,51314.5,
ANESTHESIA,00635,TOTAL,3294,461458.6,358537.49,
ANESTHESIA,00640,AA,578,92486.22,72153.710000000006,
ANESTHESIA,00640,AD,N/A,255.24,203.19,
ANESTHESIA,00640,QK,296,27903.22,21734.22,
ANESTHESIA,00640,QZ,152,22579.38,17644.7,
ANESTHESIA,00640,OTHER,387,36228.080000000002,28346.22,
ANESTHESIA,00640,TOTAL,1416,179452.14,140082.04,
ANESTHESIA,00670,AA,57291,36651904.420000002,28571461.98,
ANESTHESIA,00670,AD,1050,105918.28,82411.31,
ANESTHESIA,00670,QK,63154,19762810.289999999,15386784.189999999,
ANESTHESIA,00670,QZ,25281,14845988.210000001,11583020.460000001,
ANESTHESIA,00670,OTHER,64771,20143671.949999999,15757092.74,
ANESTHESIA,00670,TOTAL,211547,91510293.150000006,71380770.680000007,
ANESTHESIA,00700,AA,4729,1012342.88,788462.41,
ANESTHESIA,00700,AD,52,4792.4799999999996,3575.85,
ANESTHESIA,00700,QK,4285,476938.09,370500.13,
ANESTHESIA,00700,QZ,2647,491883.44,383133.86,
ANESTHESIA,00700,OTHER,6189,667012.37,521426.05,
ANESTHESIA,00700,TOTAL,17902,2652969.2599999998,2067098.3,
ANESTHESIA,00702,AA,415,79961.91,61932.7,
ANESTHESIA,00702,AD,N/A,166.74,130.72999999999999,
ANESTHESIA,00702,QK,342,35045.47,27244.92,
ANESTHESIA,00702,QZ,326,47184.5,36287.51,
ANESTHESIA,00702,OTHER,474,49743.91,38835.480000000003,
ANESTHESIA,00702,TOTAL,1559,212102.53,164431.34,
ANESTHESIA,00730,AA,408,89943.43,69941.289999999994,
ANESTHESIA,00730,AD,N/A,296.5,232.45,
ANESTHESIA,00730,QK,376,43999.62,34311.22,
ANESTHESIA,00730,QZ,160,33033.5,25886.21,
ANESTHESIA,00730,OTHER,532,60526.74,47167.48,
ANESTHESIA,00730,TOTAL,1479,227799.79,177538.65,
ANESTHESIA,00740,AA,420296,69098260.879999995,53729709.359999999,
ANESTHESIA,00740,AD,6574,525606.53,410609.2,
ANESTHESIA,00740,QK,357104,29564672.690000001,22904872.02,
ANESTHESIA,00740,QZ,405626,59686318.75,46236495.659999996,
ANESTHESIA,00740,OTHER,501818,40976761.850000001,31837781.010000002,
ANESTHESIA,00740,TOTAL,1691418,199851620.69999999,155119467.25,
ANESTHESIA,00750,AA,6042,1228265.47,948297.53,
ANESTHESIA,00750,AD,89,7407.29,5731.33,
ANESTHESIA,00750,QK,6775,692347.16,532262.62,
ANESTHESIA,00750,QZ,4172,825264.55,634664.43000000005,
ANESTHESIA,00750,OTHER,7946,813779.86,628985.37,
ANESTHESIA,00750,TOTAL,25024,3567064.33,2749941.28,
ANESTHESIA,00752,AA,12399,3849847.1,2985997.87,
ANESTHESIA,00752,AD,175,13802.03,10566.03,
ANESTHESIA,00752,QK,13124,2079992.48,1607055.01,
ANESTHESIA,00752,QZ,7068,2091411.31,1623494.95,
ANESTHESIA,00752,OTHER,15021,2360376.25,1836814.5,
ANESTHESIA,00752,TOTAL,47787,10395429.17,8063928.3600000003,
ANESTHESIA,00754,AA,21,5406.91,4255.07,
ANESTHESIA,00754,AD,N/A,88.92,69.72,
ANESTHESIA,00754,QK,N/A,1184.49,931.57,
ANESTHESIA,00754,QZ,18,4905.1099999999997,3873.21,
ANESTHESIA,00754,OTHER,13,1784.18,1405.4,
ANESTHESIA,00754,TOTAL,61,13369.61,10534.97,
ANESTHESIA,00756,AA,152,62599.41,47777.51,
ANESTHESIA,00756,AD,N/A,63,49.39,
ANESTHESIA,00756,QK,87,17906.38,13807.85,
ANESTHESIA,00756,QZ,49,18237.22,14265.01,
ANESTHESIA,00756,OTHER,128,26626.57,20878.810000000001,
ANESTHESIA,00756,TOTAL,417,125432.58,96778.57,
ANESTHESIA,00770,AA,3822,2881108.3,2257863.46,
ANESTHESIA,00770,AD,42,4532.6499999999996,3563.69,
ANESTHESIA,00770,QK,2924,1070275.52,833619.32,
ANESTHESIA,00770,QZ,1400,873581.65,684298.49,
ANESTHESIA,00770,OTHER,3651,1268439.98,992653.27,
ANESTHESIA,00770,TOTAL,11839,6097938.0999999996,4771998.2300000004,
ANESTHESIA,00790,AA,136202,49161500.890000001,38349060.310000002,
ANESTHESIA,00790,AD,2066,190259.43,148464.1,
ANESTHESIA,00790,QK,130560,23717284.82,18451683.690000001,
ANESTHESIA,00790,QZ,73122,23998742.030000001,18710351.66,
ANESTHESIA,00790,OTHER,165458,29409710.469999999,22979497.23,
ANESTHESIA,00790,TOTAL,507408,126477497.64,98639056.989999995,
ANESTHESIA,00792,AA,1745,1298541.49,1017368.28,
ANESTHESIA,00792,AD,N/A,966.2,758.5,
ANESTHESIA,00792,QK,1333,475814.6,372197.51,
ANESTHESIA,00792,QZ,224,144331.20000000001,112899.84,
ANESTHESIA,00792,OTHER,1370,466858.99,365530.9,
ANESTHESIA,00792,TOTAL,4678,2386512.48,1868755.03,
ANESTHESIA,00794,AA,2796,2080834.76,1633260.38,
ANESTHESIA,00794,AD,28,5031.76,3969.96,
ANESTHESIA,00794,QK,2383,881204.34,688703.19,
ANESTHESIA,00794,QZ,465,319604.15000000002,249539.45,
ANESTHESIA,00794,OTHER,2349,834799.05,653380.73,
ANESTHESIA,00794,TOTAL,8021,4121474.06,3228853.71,
ANESTHESIA,00796,AA,1192,1673777.92,1313151.79,
ANESTHESIA,00796,QK,162,110898.21,87257.97,
ANESTHESIA,00796,QZ,18,24882.959999999999,18471.400000000001,
ANESTHESIA,00796,OTHER,418,273076.24,213874.94,
ANESTHESIA,00796,TOTAL,1790,2082635.33,1632756.1,
ANESTHESIA,00797,AA,7032,3282225.31,2553163.6,
ANESTHESIA,00797,AD,71,7913.66,6062.13,
ANESTHESIA,00797,QK,9263,2177688.67,1685764.6,
ANESTHESIA,00797,QZ,3306,1468664.42,1143663.27,
ANESTHESIA,00797,OTHER,9890,2302923.83,1795300.54,
ANESTHESIA,00797,TOTAL,29562,9239415.8900000006,7183954.1399999997,
ANESTHESIA,00800,AA,6759,1315165.08,1020794.05,
ANESTHESIA,00800,AD,93,8696.6200000000008,6755.43,
ANESTHESIA,00800,QK,7366,721897.81,559049.87,
ANESTHESIA,00800,QZ,3433,625445.16,487859.62,
ANESTHESIA,00800,OTHER,8951,880229.88,684506.68,
ANESTHESIA,00800,TOTAL,26602,3551434.55,2758965.65,
ANESTHESIA,00802,AA,584,227521.78,176003.38,
ANESTHESIA,00802,AD,N/A,725.56,569.87,
ANESTHESIA,00802,QK,881,179582.67,137941.60999999999,
ANESTHESIA,00802,QZ,263,96283.86,75092.88,
ANESTHESIA,00802,OTHER,957,191083.04,148379.14000000001,
ANESTHESIA,00802,TOTAL,2694,695196.91,537986.88,
ANESTHESIA,00810,AA,458012,76119362.790000007,58201043.850000001,
ANESTHESIA,00810,AD,9142,732374.45,560381.57999999996,
ANESTHESIA,00810,QK,370874,30500902.129999999,23113691.940000001,
ANESTHESIA,00810,QZ,646139,99560060.269999996,75171913.890000001,
ANESTHESIA,00810,OTHER,493798,40281896.229999997,30735944.82,
ANESTHESIA,00810,TOTAL,1977965,247194595.87,187782976.08000001,
ANESTHESIA,00820,AA,513,117164.87,91200.56,
ANESTHESIA,00820,AD,N/A,391.74,310.70999999999998,
ANESTHESIA,00820,QK,529,62033.98,48001.13,
ANESTHESIA,00820,QZ,337,73127.100000000006,57099.05,
ANESTHESIA,00820,OTHER,807,93969.07,72985.63,
ANESTHESIA,00820,TOTAL,2191,346686.76,269597.08,
ANESTHESIA,00830,AA,36600,8105972.6900000004,6268200.7599999998,
ANESTHESIA,00830,AD,506,42819.46,33190.089999999997,
ANESTHESIA,00830,QK,34676,3832329.29,2953864.88,
ANESTHESIA,00830,QZ,21276,4504056.5599999996,3472026.57,
ANESTHESIA,00830,OTHER,41730,4596114.2300000004,3562305.45,
ANESTHESIA,00830,TOTAL,134788,21081292.23,16289587.75,
ANESTHESIA,00832,AA,6998,2144687.39,1662402.66,
ANESTHESIA,00832,AD,88,7563.42,5899.16,
ANESTHESIA,00832,QK,7691,1218654.49,942737.83,
ANESTHESIA,00832,QZ,4650,1368254.17,1062644.73,
ANESTHESIA,00832,OTHER,9092,1407750.47,1094412.47,
ANESTHESIA,00832,TOTAL,28519,6146909.9400000004,4768096.8499999996,
ANESTHESIA,00834,AA,N/A,490.3,384.39,
ANESTHESIA,00834,QK,N/A,801.07,629.63,
ANESTHESIA,00834,QZ,N/A,414.75,210.84,
ANESTHESIA,00834,OTHER,N/A,1262.5,994.64,
ANESTHESIA,00834,TOTAL,19,2968.62,2219.5,
ANESTHESIA,00836,AA,N/A,2240.0500000000002,1756.21,
ANESTHESIA,00836,QK,N/A,946.19,713.14,
ANESTHESIA,00836,QZ,N/A,224.12,179.3,
ANESTHESIA,00836,OTHER,N/A,990.43,783.17,
ANESTHESIA,00836,TOTAL,24,4400.79,3431.82,
ANESTHESIA,00840,AA,69208,23291822.27,18104877.899999999,
ANESTHESIA,00840,AD,1099,102228.89,79409.25,
ANESTHESIA,00840,QK,69851,12366304.91,9598115.5199999996,
ANESTHESIA,00840,QZ,39646,12883683.18,10021241.039999999,
ANESTHESIA,00840,OTHER,93540,16081399.98,12535494.869999999,
ANESTHESIA,00840,TOTAL,273344,64725439.229999997,50339138.579999998,
ANESTHESIA,00842,AA,N/A,556.85,442.23,
ANESTHESIA,00842,AD,N/A,82.8,64.92,
ANESTHESIA,00842,QK,N/A,354.04,277.57,
ANESTHESIA,00842,QZ,N/A,608.67999999999995,477.2,
ANESTHESIA,00842,OTHER,N/A,799.4,632.73,
ANESTHESIA,00842,TOTAL,13,2401.77,1894.65,
ANESTHESIA,00844,AA,1149,652939.85,509979.22,
ANESTHESIA,00844,AD,29,2757.92,2125.4499999999998,
ANESTHESIA,00844,QK,1389,413976.78,322881.5,
ANESTHESIA,00844,QZ,535,262028.06,203646.26,
ANESTHESIA,00844,OTHER,1517,426607.63,333130.77,
ANESTHESIA,00844,TOTAL,4619,1758310.24,1371763.2,
ANESTHESIA,00846,AA,2459,1249706.67,978557.52,
ANESTHESIA,00846,AD,39,3305.29,2608.37,
ANESTHESIA,00846,QK,3183,837955.12,655911.86,
ANESTHESIA,00846,QZ,714,332401.07,258316.32,
ANESTHESIA,00846,OTHER,3433,894875.26,702074.22,
ANESTHESIA,00846,TOTAL,9828,3318243.41,2597468.29,
ANESTHESIA,00848,AA,197,152679.19,120073.33,
ANESTHESIA,00848,QK,233,94150.86,74131.8,
ANESTHESIA,00848,QZ,34,22130.26,17441.73,
ANESTHESIA,00848,OTHER,244,93153.43,73020.75,
ANESTHESIA,00848,TOTAL,708,362113.74,284667.61,
ANESTHESIA,00851,AA,327,78410.34,59766.29,
ANESTHESIA,00851,AD,N/A,695.84,509.74,
ANESTHESIA,00851,QK,597,72457.09,54966.83,
ANESTHESIA,00851,QZ,388,89285.39,68567.53,
ANESTHESIA,00851,OTHER,706,84233.85,64080.61,
ANESTHESIA,00851,TOTAL,2028,325082.51,247891,
ANESTHESIA,00860,AA,16293,5068462.8899999997,3943617.84,
ANESTHESIA,00860,AD,319,28694.04,22512.58,
ANESTHESIA,00860,QK,18252,2926163.75,2267137.7599999998,
ANESTHESIA,00860,QZ,8281,2367450.5499999998,1840129.88,
ANESTHESIA,00860,OTHER,20616,3242667.59,2526971.89,
ANESTHESIA,00860,TOTAL,63761,13633438.82,10600369.949999999,
ANESTHESIA,00862,AA,16450,6933531.0899999999,5454727.9100000001,
ANESTHESIA,00862,AD,271,27580.33,21444.17,
ANESTHESIA,00862,QK,20934,4407232.53,3452451.59,
ANESTHESIA,00862,QZ,6536,2426073.38,1898996.53,
ANESTHESIA,00862,OTHER,22850,4700859.51,3692021.4,
ANESTHESIA,00862,TOTAL,67041,18495276.84,14519641.6,
ANESTHESIA,00864,AA,1592,1216330.45,954252.91,
ANESTHESIA,00864,AD,30,5642.84,4405.6499999999996,
ANESTHESIA,00864,QK,1974,761204.19,595806.78,
ANESTHESIA,00864,QZ,438,290020.40999999997,226924.4,
ANESTHESIA,00864,OTHER,2039,763658.27,598563.31000000006,
ANESTHESIA,00864,TOTAL,6073,3036856.16,2379953.0499999998,
ANESTHESIA,00865,AA,5736,2911992.01,2259555.64,
ANESTHESIA,00865,AD,105,12268.75,9647.39,
ANESTHESIA,00865,QK,7529,1937848.07,1501802.94,
ANESTHESIA,00865,QZ,2609,1225146.2,954053.3,
ANESTHESIA,00865,OTHER,8070,2065889.36,1608616.14,
ANESTHESIA,00865,TOTAL,24049,8153144.3899999997,6333675.4100000001,
ANESTHESIA,00866,AA,576,336494.35,262529.51,
ANESTHESIA,00866,AD,N/A,224.83,178.56,
ANESTHESIA,00866,QK,563,160513.15,125046.12,
ANESTHESIA,00866,QZ,154,81887.94,64372.17,
ANESTHESIA,00866,OTHER,553,153353.07999999999,119581.67,
ANESTHESIA,00866,TOTAL,1849,732473.35,571708.03,
ANESTHESIA,00868,AA,4587,2947596.83,2293062.15,
ANESTHESIA,00868,AD,43,8757.1,6690.31,
ANESTHESIA,00868,QK,3831,1259923.8700000001,978984.28,
ANESTHESIA,00868,QZ,461,264005.51,205637.23,
ANESTHESIA,00868,OTHER,3806,1185968.56,924983,
ANESTHESIA,00868,TOTAL,12728,5666251.8700000001,4409356.97,
ANESTHESIA,00870,AA,303,76256.009999999995,59300.95,
ANESTHESIA,00870,AD,N/A,149.97,117.57,
ANESTHESIA,00870,QK,242,31973.08,24914.83,
ANESTHESIA,00870,QZ,160,35016.85,27250.92,
ANESTHESIA,00870,OTHER,388,49418.16,38561.300000000003,
ANESTHESIA,00870,TOTAL,1095,192814.07,150145.57,
ANESTHESIA,00872,AA,1456,397337.63,308592.08,
ANESTHESIA,00872,AD,16,1231.02,971.55,
ANESTHESIA,00872,QK,781,96227.78,74721.33,
ANESTHESIA,00872,QZ,439,110686.87,86612.62,
ANESTHESIA,00872,OTHER,1377,169328.61,131269.10999999999,
ANESTHESIA,00872,TOTAL,4069,774811.91,602166.68999999994,
ANESTHESIA,00873,AA,18592,3855927.35,2996177.36,
ANESTHESIA,00873,AD,411,32631.39,25637.51,
ANESTHESIA,00873,QK,18821,1883484.93,1459904.38,
ANESTHESIA,00873,QZ,11713,2375114.91,1842837.3,
ANESTHESIA,00873,OTHER,22468,2228232.98,1733858.69,
ANESTHESIA,00873,TOTAL,72005,10375391.560000001,8058415.2400000002,
ANESTHESIA,00880,AA,2659,1989273.1,1554609,
ANESTHESIA,00880,AD,44,5017.68,3964.07,
ANESTHESIA,00880,QK,2195,812660.74,636749.59,
ANESTHESIA,00880,QZ,854,562040.06999999995,440716.67,
ANESTHESIA,00880,OTHER,2674,937957.5,736400.38,
ANESTHESIA,00880,TOTAL,8426,4306949.09,3372439.71,
ANESTHESIA,00882,AA,230,80553.600000000006,63494.36,
ANESTHESIA,00882,AD,N/A,147.52000000000001,116.97,
ANESTHESIA,00882,QK,209,34336.559999999998,26578.34,
ANESTHESIA,00882,QZ,99,31603.57,24927.31,
ANESTHESIA,00882,OTHER,330,51647.91,40301.29,
ANESTHESIA,00882,TOTAL,870,198289.16,155418.26999999999,
ANESTHESIA,00902,AA,28191,5596964.7000000002,4324454.54,
ANESTHESIA,00902,AD,800,65377.120000000003,50652,
ANESTHESIA,00902,QK,25681,2660788.4300000002,2048333.06,
ANESTHESIA,00902,QZ,15698,2951845.73,2274437.71,
ANESTHESIA,00902,OTHER,32370,3303460.28,2557266.96,
ANESTHESIA,00902,TOTAL,102740,14578436.26,11255144.27,
ANESTHESIA,00904,AA,1277,476305.5,372429.32,
ANESTHESIA,00904,AD,17,1298.52,1025.82,
ANESTHESIA,00904,QK,1482,281570.84999999998,219529.92,
ANESTHESIA,00904,QZ,406,144851.45000000001,112615.23,
ANESTHESIA,00904,OTHER,1644,306586.19,239399.88,
ANESTHESIA,00904,TOTAL,4826,1210612.51,945000.17,
ANESTHESIA,00906,AA,764,160106.93,123144.22,
ANESTHESIA,00906,AD,N/A,617.1,485.84,
ANESTHESIA,00906,QK,1097,117887.31,90932.23,
ANESTHESIA,00906,QZ,357,69232.92,53562.81,
ANESTHESIA,00906,OTHER,1193,126245.48,98084.02,
ANESTHESIA,00906,TOTAL,3418,474089.74,366209.12,
ANESTHESIA,00908,AA,67,28369.89,22005.16,
ANESTHESIA,00908,AD,N/A,189,150.19,
ANESTHESIA,00908,QK,87,18002.07,13886.85,
ANESTHESIA,00908,QZ,26,9986.59,7880.07,
ANESTHESIA,00908,OTHER,77,14833.23,11593.8,
ANESTHESIA,00908,TOTAL,260,71380.78,55516.07,
ANESTHESIA,00910,AA,86261,12560346.32,9749102.8699999992,
ANESTHESIA,00910,AD,2900,226968.27,177810,
ANESTHESIA,00910,QK,93313,6912068.7699999996,5345685.43,
ANESTHESIA,00910,QZ,53598,7301118.2400000002,5655502.75,
ANESTHESIA,00910,OTHER,124262,9098821.4900000002,7053925.7999999998,
ANESTHESIA,00910,TOTAL,360334,36099323.090000004,27982026.850000001,
ANESTHESIA,00912,AA,31504,6611728.4299999997,5157291.9000000004,
ANESTHESIA,00912,AD,458,37060.04,28947.18,
ANESTHESIA,00912,QK,30631,3260565.21,2535871.4500000002,
ANESTHESIA,00912,QZ,14565,2913094.82,2268351.9,
ANESTHESIA,00912,OTHER,36385,3847351.22,3004111.9,
ANESTHESIA,00912,TOTAL,113543,16669799.720000001,12994574.33,
ANESTHESIA,00914,AA,31524,7695920.6600000001,5991183.5800000001,
ANESTHESIA,00914,AD,511,42597.919999999998,33268.230000000003,
ANESTHESIA,00914,QK,27948,3434884.78,2670829.73,
ANESTHESIA,00914,QZ,16555,3846609.38,2993791.64,
ANESTHESIA,00914,OTHER,32409,3953961.47,3086508.71,
ANESTHESIA,00914,TOTAL,108947,18973974.210000001,14775581.890000001,
ANESTHESIA,00916,AA,411,89950.22,70133.97,
ANESTHESIA,00916,AD,N/A,451.03,356.04,
ANESTHESIA,00916,QK,301,34199.53,26619.54,
ANESTHESIA,00916,QZ,338,72388.34,56565.57,
ANESTHESIA,00916,OTHER,444,49687.41,38787.379999999997,
ANESTHESIA,00916,TOTAL,1500,246676.53,192462.5,
ANESTHESIA,00918,AA,19535,4368086.32,3392050.57,
ANESTHESIA,00918,AD,390,32181.73,25148.19,
ANESTHESIA,00918,QK,19523,2223042.2799999998,1723068.47,
ANESTHESIA,00918,QZ,10126,2162391.21,1679761.62,
ANESTHESIA,00918,OTHER,25748,2871437.17,2234133.84,
ANESTHESIA,00918,TOTAL,75322,11657138.710000001,9054162.6899999995,
ANESTHESIA,00920,AA,10058,1823893.18,1410405.15,
ANESTHESIA,00920,AD,216,17839.14,13856.15,
ANESTHESIA,00920,QK,10506,987194.25,761259.11,
ANESTHESIA,00920,QZ,6495,1073794.79,826545.12,
ANESTHESIA,00920,OTHER,13156,1223010.57,944443.8,
ANESTHESIA,00920,TOTAL,40431,5125731.93,3956509.33,
ANESTHESIA,00921,AA,29,4336.68,3092.44,
ANESTHESIA,00921,AD,N/A,0,0,
ANESTHESIA,00921,QK,43,3228.3,2457.35,
ANESTHESIA,00921,QZ,30,4548.6499999999996,3488.05,
ANESTHESIA,00921,OTHER,54,4052,2992.89,
ANESTHESIA,00921,TOTAL,156,16165.63,12030.73,
ANESTHESIA,00922,AA,19,5186.2700000000004,3873.24,
ANESTHESIA,00922,QK,N/A,1673.59,1317.48,
ANESTHESIA,00922,QZ,N/A,386.09,305.83999999999997,
ANESTHESIA,00922,OTHER,16,2209.87,1646.28,
ANESTHESIA,00922,TOTAL,47,9455.82,7142.84,
ANESTHESIA,00924,AA,N/A,2086.02,1552.84,
ANESTHESIA,00924,QK,N/A,672.29,527.09,
ANESTHESIA,00924,QZ,N/A,765.14,599.87,
ANESTHESIA,00924,OTHER,19,1984.01,1567.46,
ANESTHESIA,00924,TOTAL,39,5507.46,4247.26,
ANESTHESIA,00926,AA,406,88582.67,68778.81,
ANESTHESIA,00926,AD,15,1376.95,1013.68,
ANESTHESIA,00926,QK,331,37348.17,28990.5,
ANESTHESIA,00926,QZ,196,39256.19,30432.560000000001,
ANESTHESIA,00926,OTHER,431,47193.74,36819.75,
ANESTHESIA,00926,TOTAL,1379,213757.72,166035.29999999999,
ANESTHESIA,00928,AA,18,5068.3,3761.98,
ANESTHESIA,00928,QK,N/A,1375.28,1079.73,
ANESTHESIA,00928,QZ,N/A,1064.6199999999999,843.68,
ANESTHESIA,00928,OTHER,17,2487.25,1960.59,
ANESTHESIA,00928,TOTAL,48,9995.4500000000007,7645.98,
ANESTHESIA,00930,AA,92,19969.740000000002,15174.98,
ANESTHESIA,00930,AD,N/A,215.73,170.15,
ANESTHESIA,00930,QK,79,9057.33,7042.91,
ANESTHESIA,00930,QZ,45,8991.17,6734.37,
ANESTHESIA,00930,OTHER,136,15677.15,11830.86,
ANESTHESIA,00930,TOTAL,355,53911.12,40953.269999999997,
ANESTHESIA,00932,AA,38,12831.74,10128.99,
ANESTHESIA,00932,QK,39,6878.89,5387.88,
ANESTHESIA,00932,QZ,N/A,2841.64,2237.5100000000002,
ANESTHESIA,00932,OTHER,44,7714.03,6078.4,
ANESTHESIA,00932,TOTAL,130,30266.3,23832.78,
ANESTHESIA,00934,AA,N/A,4336.09,3439.22,
ANESTHESIA,00934,QK,18,4539.8900000000003,3514.57,
ANESTHESIA,00934,QZ,N/A,675.96,534.15,
ANESTHESIA,00934,OTHER,17,4418.6899999999996,3321.91,
ANESTHESIA,00934,TOTAL,46,13970.63,10809.85,
ANESTHESIA,00936,AA,N/A,1755.56,1376.37,
ANESTHESIA,00936,QK,N/A,738.26,578.79999999999995,
ANESTHESIA,00936,QZ,N/A,271.45,212.82,
ANESTHESIA,00936,OTHER,N/A,624.41999999999996,489.54,
ANESTHESIA,00936,TOTAL,N/A,3389.69,2657.53,
ANESTHESIA,00938,AA,2602,757178.9,586452.35,
ANESTHESIA,00938,AD,114,10648.83,8143,
ANESTHESIA,00938,QK,3056,452066.21,348974.47,
ANESTHESIA,00938,QZ,1288,354713.04,274335.21000000002,
ANESTHESIA,00938,OTHER,3307,481637.71,373650.19,
ANESTHESIA,00938,TOTAL,10367,2056244.69,1591555.22,
ANESTHESIA,00940,AA,9056,1426504.44,1100166.31,
ANESTHESIA,00940,AD,158,11779.91,8792.14,
ANESTHESIA,00940,QK,10129,791102.69,607751.31999999995,
ANESTHESIA,00940,QZ,4966,717153.59,550274.87,
ANESTHESIA,00940,OTHER,12692,991239.88,765647.26,
ANESTHESIA,00940,TOTAL,37001,3937780.51,3032631.9,
ANESTHESIA,00942,AA,5313,1330677.71,1030276.25,
ANESTHESIA,00942,AD,120,9049.98,6881.18,
ANESTHESIA,00942,QK,6560,840617.31,648717.05000000005,
ANESTHESIA,00942,QZ,3587,845216.16,654336.6,
ANESTHESIA,00942,OTHER,7422,944204.65,733050.91,
ANESTHESIA,00942,TOTAL,23002,3969765.81,3073261.99,
ANESTHESIA,00944,AA,5059,1854289.37,1438103.03,
ANESTHESIA,00944,AD,109,10386.98,8006.34,
ANESTHESIA,00944,QK,5993,1112670.7,860397.42,
ANESTHESIA,00944,QZ,3508,1178394.8700000001,915443.84,
ANESTHESIA,00944,OTHER,6614,1214537.53,942397.02,
ANESTHESIA,00944,TOTAL,21283,5370279.4500000002,4164347.65,
ANESTHESIA,00948,AA,72,13232.05,10134.5,
ANESTHESIA,00948,QK,57,5296.51,4100.9399999999996,
ANESTHESIA,00948,QZ,36,6281.04,4738.42,
ANESTHESIA,00948,OTHER,81,7383.43,5656.89,
ANESTHESIA,00948,TOTAL,246,32193.03,24630.75,
ANESTHESIA,00950,AA,N/A,2017.42,1601.95,
ANESTHESIA,00950,AD,N/A,63,49.39,
ANESTHESIA,00950,QK,N/A,673.54,530.20000000000005,
ANESTHESIA,00950,QZ,N/A,339.45,269.08999999999997,
ANESTHESIA,00950,OTHER,N/A,646.02,509.52,
ANESTHESIA,00950,TOTAL,27,3739.43,2960.15,
ANESTHESIA,00952,AA,15324,2629133.23,2032956.08,
ANESTHESIA,00952,AD,162,12985.33,9847.08,
ANESTHESIA,00952,QK,18424,1581407.68,1218626,
ANESTHESIA,00952,QZ,8357,1363743.36,1050970.3,
ANESTHESIA,00952,OTHER,21809,1863385.61,1442595.75,
ANESTHESIA,00952,TOTAL,64076,7450655.21,5754995.21,
ANESTHESIA,01112,AA,3921,678995.47,527500.94999999995,
ANESTHESIA,01112,AD,68,4813.9399999999996,3660.64,
