Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,44,"$13,731","$10,967"
57311,80'S,,2,$151,$121
,OTHER,,14,"$5,389","$4,311"
,TOTAL,,16,"$5,540","$4,432"
57320,80'S,,21,"$1,833","$1,466"
,OTHER,,98,"$48,058","$38,139"
,TOTAL,,119,"$49,891","$39,605"
57330,80'S,,4,$397,$318
,OTHER,,11,"$7,180","$5,734"
,TOTAL,,15,"$7,577","$6,051"
57335,80'S,,1,$152,$121
,OTHER,,13,"$11,505","$8,439"
,TOTAL,,14,"$11,657","$8,561"
57400,SG,,5,"$1,894","$1,493"
,OTHER,,127,"$12,214","$9,748"
,TOTAL,,132,"$14,108","$11,241"
57410,SG,,214,"$70,953","$56,262"
,80'S,,1,$15,$12
,OTHER,,"6,198","$436,062","$336,103"
,TOTAL,,"6,413","$507,029","$392,377"
57415,OTHER,,337,"$38,705","$30,467"
,TOTAL,,337,"$38,705","$30,467"
57452,OTHER,,"16,996","$1,228,836","$890,847"
,TOTAL,,"16,996","$1,228,836","$890,847"
57454,OTHER,,"33,071","$3,218,069","$2,356,320"
,TOTAL,,"33,071","$3,218,069","$2,356,320"
57460,OTHER,,"2,426","$394,131","$302,228"
,TOTAL,,"2,426","$394,131","$302,228"
57500,OTHER,,"12,202","$819,055","$596,413"
,TOTAL,,"12,202","$819,055","$596,413"
57505,OTHER,,"5,406","$443,163","$331,618"
,TOTAL,,"5,406","$443,163","$331,618"
57510,80'S,,1,$9,$7
,OTHER,,911,"$108,260","$81,939"
,TOTAL,,912,"$108,269","$81,946"
57511,OTHER,,"3,732","$457,392","$341,963"
,TOTAL,,"3,732","$457,392","$341,963"
57513,SG,,33,"$12,606","$9,993"
,OTHER,,463,"$60,933","$46,190"
,TOTAL,,496,"$73,539","$56,183"
57520,SG,,217,"$88,053","$68,351"
,80'S,,1,$44,$35
,OTHER,,"3,679","$941,640","$741,208"
,TOTAL,,"3,897","$1,029,738","$809,595"
57522,SG,,214,"$86,934","$68,833"
,OTHER,,"2,918","$706,456","$549,528"
,TOTAL,,"3,132","$793,389","$618,361"
57530,80'S,,58,"$1,670","$1,336"
,OTHER,,196,"$35,472","$28,313"
,TOTAL,,254,"$37,142","$29,649"
57531,80'S,,2,$554,$443
,OTHER,,13,"$21,199","$16,959"
,TOTAL,,15,"$21,753","$17,402"
57540,80'S,,7,$719,$575
,OTHER,,40,"$22,224","$17,779"
,TOTAL,,47,"$22,943","$18,355"
57545,80'S,,3,$283,$226
,OTHER,,15,"$5,515","$4,412"
,TOTAL,,18,"$5,798","$4,639"
57550,SG,,4,"$1,393","$1,114"
,80'S,,8,$374,$299
,OTHER,,47,"$14,969","$11,976"
,TOTAL,,59,"$16,736","$13,389"
57555,80'S,,20,"$1,778","$1,422"
,OTHER,,60,"$34,307","$27,278"
,TOTAL,,80,"$36,085","$28,700"
57556,80'S,,94,"$6,233","$4,892"
,OTHER,,224,"$99,551","$79,362"
,TOTAL,,318,"$105,784","$84,253"
57700,OTHER,,20,"$4,076","$3,054"
,TOTAL,,20,"$4,076","$3,054"
57720,SG,,2,"$1,020",$816
,80'S,,5,$157,$125
,OTHER,,50,"$8,954","$7,164"
,TOTAL,,57,"$10,131","$8,105"
57800,SG,,7,"$2,040","$1,608"
,OTHER,,904,"$46,322","$33,690"
,TOTAL,,911,"$48,362","$35,298"
57820,SG,,22,"$10,357","$8,286"
,OTHER,,222,"$24,389","$18,932"
,TOTAL,,244,"$34,746","$27,217"
58100,OTHER,,"106,632","$6,629,159","$4,859,923"
,TOTAL,,"106,632","$6,629,159","$4,859,923"
58120,SG,,"1,742","$720,569","$570,693"
,80'S,,6,$132,$106
